"mkm9d_ctv_lbp.3D.k_firstorder_Maximum_236","sub"
0.0635775226454441,1085983
0.5220902349134,1125173
1.61343863752307,1154608
-0.926208721328805,1181124
-0.756368618992677,1183075
0.227871869183498,1232870
0.161705165384275,1279943
1.69114213964686,1329352
-0.296016678933424,1330263
-1.81545745015031,1364384
0.768329923670753,1386095
-0.312090561814733,1458656
0.349257031350593,1485662
-0.678737717965911,1497807
-0.18486730343221,1501387
-0.777963089291758,1518948
-1.24227420917544,1526417
0.234120403600773,1565177
-0.315977140542132,1606693
-1.00079715238292,1612262
0.834742503185234,1614566
-1.36622848216258,1644034
0.138400213239288,1668599
-0.516521698832023,1671370
-1.12966216357283,1684230
-1.34449364974259,1692385
0.331014795704808,1720713
-0.235659998925445,1738800
2.48385899784214,1740845
-0.0789810234579874,1742294
-1.24635826288674,1767700
-0.0920850374636651,1768972
0.00501263771203919,1889409
-0.981372970877565,1915938
0.15455347332001,1916742
-1.10090341701933,1919296
-0.802047293211479,1926770
1.45747889692347,1938156
-0.987151050186119,1938561
0.327783562879887,1966316
-0.759030659216923,1967281
-2.06342262498029,1973544
-0.269557935133676,1975401
0.00964749174610766,1976407
-0.696439801449832,1978972
0.688923683818072,1979045
-0.619305491926716,1979422
-1.30793367331011,1980052
1.46507587571616,2001182
-1.80160128877946,2002465
-0.868718332631369,2004451
-0.864583942159459,2006164
-1.03338052472768,2007309
0.194193672295596,2009915
0.418364563586638,2010259
0.205301640140403,2010554
-0.0963568860126092,2026671
0.53501613422771,2033049
1.23565834514678,2034136
-0.994585402521467,2040495
-1.28417085024655,2047354
1.30621402726482,2051378
-0.280975667659122,2055667
0.376498898983583,2057358
0.335994262946088,2059713
-1.19008854063395,2069079
-1.62414629938005,2070958
0.97980530312871,2072215
-0.835194050069159,2075832
0.657341238597621,2075846
-1.06103089453327,2076301
-0.809924028231365,2078198
-0.130547162638194,2078899
-1.20163211506091,2085349
0.326438990562986,2086044
0.20157768787034,2091555
1.01431212053732,2092954
0.81528056910943,2096627
-0.871789843042835,2100050
-0.324334010817009,2108003
0.546032140682953,2109902
1.24088465611795,2110540
0.35611444696825,2116787
-0.85318944198506,2119177
0.5786542336128,2131601
0.217970047563931,2132424
0.258253008251844,2132982
0.065489351533766,2133204
0.662352650321592,2133380
0.491952067516431,2134220
1.84898370068134,2135748
0.590431099564863,2137799
0.616610087137408,2138375
0.865926126379361,2138678
-1.84968693136829,2139733
0.975471501643638,2141116
-1.1391554830198,2144796
-1.54912032571453,2145166
0.0831391622278283,2145694
1.14113752490815,2146138
1.46237608292146,2151024
-0.507153253271932,215131
-1.99559432407382,2152442
1.12871402518525,2157529
-0.960470631036788,2158101
0.768539982844811,2158329
-0.189318234687149,2168082
0.147931285256714,2172217
1.52524863294501,2176530
-0.935573294830388,2176784
-0.430002487500157,2181724
1.30926908142763,2183291
0.609773967841545,2183356
-1.67036367373877,2185290
0.396660707634706,2186951
-0.117275682102045,2196212
-1.5794593561466,2199403
-0.866282807829841,2200416
-0.238830246828865,2200813
-0.493373565056609,2205389
0.75602742577623,2212664
0.908005722214983,2217034
-0.649172615228125,2218615
-0.36915502407629,2219842
-0.481543458300062,2224150
-0.715776861638752,2228399
0.0386395298247106,2228400
0.715604102967402,2234271
-1.26077587274126,2234422
0.168442547188184,2237571
-0.928285112703717,2244172
0.934781006797759,2247869
-0.621720688421077,2250648
-0.567343434764067,2250836
0.0812670219392134,2267382
-0.379992915840165,2269346
-1.40325891370378,2271329
2.4494334936622,2274521
1.19930165178598,2276121
-0.53081927487279,2278618
2.33041028718498,2285214
0.0954784446781773,2286108
-0.620636512038839,2293123
0.509675447322146,2294852
1.77233436648636,2294873
-0.55104981256243,2296332
0.227253307836846,2305114
0.279700340327621,2305115
-1.62375715749999,2306459
3.16421452622321,2306893
0.827897671757728,2317120
1.00378108941021,2319068
0.430347616654251,2321962
0.568635282223366,2331869
-1.78268773498985,2336735
0.879224711325066,2339674
-0.890030142659366,2340155
0.675859358412101,2340322
0.42168582177187,2350037
-0.477506837305478,2352038
-1.34946730889611,2359944
0.531010489701191,2381907
0.161878440002507,2393207
1.65364512505545,2395415
1.65478254224217,2395943
-0.356531145325604,2401405
0.683646068071676,2405144
0.682642236903479,2414406
0.46583309685076,2419459
0.966795186541851,2425694
0.289498584382099,2426863
-0.162387099749426,2430773
-0.0205148760165364,2439458
0.106770335302114,2443354
-0.56399507216928,2445526
-1.73122856142592,2448298
-0.607348575254031,2453577
-0.603318730361837,2474709
1.51054739480478,2480056
2.88152231065698,2480330
0.986473955894102,2487135
0.309577143775301,2488660
0.364140256240694,2490180
-0.301971904918718,2493534
-1.38401962299219,2498991
-0.178037960238737,2500377
0.671410363186416,2504802
1.43813796467604,2510402
0.122191776324826,2520618
0.459740412788432,2559453
-1.99514226124301,277752
-0.6981560913835,308862
-0.00481174273736786,58325
0.460208931867899,92173
1.22395214426249,923666
1.32357633761466,965005
-1.04165317773001,983079
