"mkm9d_ctvper_wavelet.LHH_glcm_ClusterShade_227","sub"
-0.173552206278886,1085983
-0.131303449152802,1125173
-0.101834934592749,1154608
-0.0282339147063408,1181124
-0.147985988257237,1183075
-0.192487124865082,1232870
0.0706035093005135,1279943
-0.0363904476557934,1329352
-0.0632074367153275,1330263
-0.416774853207567,1364384
-0.274873727594939,1386095
-0.076789015341419,1458656
-0.184564619166032,1485662
-0.072422526023783,1497807
-0.118062288884892,1501387
0.092243737897845,1518948
-0.179543157007468,1526417
-0.381066801376191,1565177
0.250288747373699,1606693
-0.187917143520972,1612262
1.49640061014297,1614566
-0.219079481837639,1644034
-0.204940728036103,1668599
-0.0951562185009256,1671370
0.199774391282403,1684230
-0.189694440755332,1692385
-0.184034752016877,1720713
-0.163550902265828,1738800
-0.154142202602936,1740845
-0.119038567551851,1742294
-0.147035918577685,1767700
0.467577253171352,1768972
0.73993382879575,1889409
-0.153082328331009,1915938
-0.107486047164495,1916742
-0.0316026458850212,1919296
0.297459172815057,1926770
0.337036130815129,1938156
-0.184254607430047,1938561
-0.250786521454461,1966316
-0.142685510194291,1967281
1.89312285207778,1973544
-0.263572897039414,1975401
-0.23624346753545,1976407
-0.22427260468048,1978972
-0.243350993416517,1979045
-0.183344956353118,1979422
0.125176715623395,1980052
0.760224911527851,2001182
-0.202748191362022,2002465
-0.290510990393014,2004451
-0.135577335004143,2006164
-0.24571357810793,2007309
-0.183180892841316,2009915
-0.095985276372307,2010259
0.348824785255023,2010554
-0.0665401621971304,2026671
-0.21385648192131,2033049
0.0419681051295823,2034136
-0.175678289499428,2040495
11.871106318622,2047354
-0.197669794172261,2051378
-0.140570204354182,2055667
-0.150165897617248,2057358
-0.207502632873984,2059713
-0.205945072653276,2069079
1.2322739799681,2070958
-0.135482837211398,2072215
-0.193618010022514,2075832
-0.149401080328181,2075846
-0.160202259628928,2076301
0.528472633112549,2078198
0.0160551081514914,2078899
-0.0268362392171311,2085349
-0.403882712550595,2086044
-0.172913940898249,2091555
-0.158793973115516,2092954
-0.0450597854592782,2096627
-0.446140930753086,2100050
-0.173409511997675,2108003
-0.156045726535092,2109902
-0.0841191502273138,2110540
-0.242674465627664,2116787
0.219498003366856,2119177
0.444229756136042,2131601
-0.0989186542216375,2132424
-0.167840614727977,2132982
-0.0519712825735005,2133204
0.538067787679065,2133380
-0.273832515803954,2134220
-0.0230553321167649,2135748
-0.234331328849385,2137799
0.0629578037721102,2138375
-0.223490332502312,2138678
-0.110664103887795,2139733
0.143843055743282,2141116
-0.249049214622165,2144796
-0.104288376445631,2145166
-0.235141291140159,2145694
-0.152254238738181,2146138
-0.173324559486912,2151024
-0.178051339950042,215131
0.038811021718867,2152442
-0.0440443629028515,2157529
-0.238448576298868,2158101
3.17426366119942,2158329
-0.201190532252482,2168082
0.111935678269274,2172217
0.190212564711145,2176530
-3.84797408708763,2176784
-0.0737085775779127,2181724
0.0192625884456635,2183291
-0.103387763507233,2183356
-0.173555432169126,2185290
-0.164763794169264,2186951
0.000681882778401238,2196212
0.515604272675035,2199403
-0.282128269305471,2200416
-0.18413487978013,2200813
0.597145742861817,2205389
-0.0632091181903928,2212664
-0.141534315525215,2217034
0.357423204576692,2218615
-1.01853167490352,2219842
-0.308532757253538,2224150
-0.165187405714594,2228399
-0.0559536766945207,2228400
-0.12590463656136,2234271
-0.0207392158566985,2234422
-2.32326258683247,2237571
0.171317537953286,2244172
-0.154390832159246,2247869
-0.168306221104857,2250648
-0.22428216915582,2250836
-0.178198764292264,2267382
0.0975880674129127,2269346
0.313830540731321,2271329
0.0810863330792181,2274521
0.13904413451281,2276121
-0.212039785870697,2278618
-0.2474298505473,2285214
-0.173853692864589,2286108
-0.135228562460796,2293123
-0.287798139120352,2294852
-0.0494186571690054,2294873
-0.112023996424848,2296332
-0.137845288366306,2305114
-0.10736163384497,2305115
-0.193637032472802,2306459
-0.0895742437665046,2306893
0.189794008284097,2317120
-0.208415889298972,2319068
-0.105199573796737,2321962
-0.168957615602975,2331869
-0.121643955849449,2336735
-0.000600831809328418,2339674
-0.097745943672195,2340155
-0.212663955547404,2340322
-0.188524292628238,2350037
-0.179185748868614,2352038
-0.488856587988429,2359944
-0.0194115486844164,2381907
-0.230062949011035,2393207
-0.0826874284556972,2395415
-0.0893960898629414,2395943
-0.126527933691681,2401405
-0.139098221540894,2405144
0.520318783107869,2414406
-0.0689366093205275,2419459
-0.181268029172856,2425694
-0.174575597825575,2426863
0.201287657661965,2430773
-0.147319014695623,2439458
-0.23824217255469,2443354
-0.149673270032456,2445526
-0.155320267527113,2448298
-0.235037511207283,2453577
-0.220183357982078,2474709
-0.0791558461419826,2480056
0.0867439956346314,2480330
-0.223880338295771,2487135
-0.145833057703559,2488660
-0.156447400514184,2490180
-0.161538225763477,2493534
-0.212169191776019,2498991
-0.192923484711943,2500377
-0.0929827442138417,2504802
0.0831925478187265,2510402
-0.146075789724819,2520618
-0.168473285085932,2559453
-0.327099243789589,277752
-0.605722089230202,308862
2.59244664058993,58325
0.151538863600095,92173
0.515854405982676,923666
-0.121741385524326,965005
-0.0545622860736607,983079
