"mkm6d_ptv4_wavelet.HHH_firstorder_Median_249","mkm6d_ptv4_lbp.3D.m2_firstorder_Maximum_244","sub"
0.0327399860087424,-0.557662248931996,1085983
-1.00277636119386,-0.327614364470739,1125173
0.797540531046987,1.7173849096567,1154608
-0.196313361665394,-0.557662248931996,1181124
0.639515415079779,-0.557662248931996,1183075
-0.695146306170542,-0.557662248931996,1232870
-0.519033306552663,-0.327614364470739,1279943
-0.306546746682368,-0.557662248931996,1329352
0.427620002214757,-0.557662248931996,1330263
0.377222168025148,1.22390601579092,1364384
0.685482994501765,-0.557662248931996,1386095
0.441589723934035,-0.327614364470739,1458656
-0.107906717842067,-0.327614364470739,1485662
0.189489143526863,1.06711565461875,1497807
0.481724679734951,-0.298850434893503,1501387
0.306468014563964,-0.557662248931996,1518948
-0.172526399393917,-0.557662248931996,1526417
0.256930813872623,2.78282722772633,1565177
-0.223095514193281,-0.157791645902606,1606693
-0.549989513253321,-0.461770011392236,1612262
-1.22021634294377,-0.557662248931996,1614566
-0.781784448313676,-0.557662248931996,1644034
-0.50535559103807,-0.461770011392236,1668599
0.486528275100571,-0.461770011392236,1671370
-1.51147945202392,-0.557662248931996,1684230
0.880666403095536,-0.557662248931996,1692385
0.881754520440144,4.5126272031723,1720713
-0.0519420511695823,-0.557662248931996,1738800
0.378659404929347,1.67220926270894,1740845
-1.64590080018987,-0.557662248931996,1742294
-0.0499327477306959,-0.327614364470739,1767700
-0.177407043821845,3.10238649245869,1768972
-0.720356565443452,2.35855758526088,1889409
-0.0285629865516472,-0.557662248931996,1915938
-0.382859445518877,-0.182772618986144,1916742
-0.0894074058275725,-0.557662248931996,1919296
0.209933126858884,-0.557662248931996,1926770
0.196464985525525,1.08232537981281,1938156
0.0545382985817853,-0.557662248931996,1938561
0.752806980602773,-0.557662248931996,1966316
0.382923185792534,-0.557662248931996,1967281
0.197821034387098,-0.557662248931996,1973544
-0.076456870280164,-0.461770011392236,1975401
-0.353870631079626,-0.461770011392236,1976407
-0.599096461223952,-0.557662248931996,1978972
-0.0553990921743321,-0.557662248931996,1979045
-0.713442337083267,0.125400000770739,1979422
0.815140481513136,-0.0408149281067156,1980052
-0.364407002311324,-0.461770011392236,2001182
-2.32315513367087,-0.461770011392236,2002465
0.131261474502664,1.06805365574764,2004451
1.16770824618655,-0.557662248931996,2006164
-0.172190414808324,-0.557662248931996,2007309
-0.23607259866968,-0.557662248931996,2009915
2.19216494528246,-0.378167316140942,2010259
0.0222307628291528,0.433589120794601,2010554
1.38380820447492,-0.557662248931996,2026671
-0.269211150200661,-0.557662248931996,2033049
