"mkm6d_ptv6_log.sigma.2.0.mm.3D_glcm_Imc2_246","sub"
-1.19356547085999,1085983
-1.29174648228312,1125173
0.972000519956373,1154608
0.401881200296008,1181124
0.113312348239032,1183075
1.18125240087863,1232870
0.339826283583152,1279943
0.190619301713618,1329352
-0.250908171219775,1330263
2.61621045243494,1364384
1.8262797903815,1386095
-0.625438877463997,1458656
-1.26032891248246,1485662
-0.578134671466181,1497807
0.523059403474107,1501387
0.651887850583176,1518948
0.167040927871329,1526417
-0.703753001005548,1565177
-0.958665032068709,1606693
0.392388956489662,1612262
0.221082446624468,1614566
-1.12195503008952,1644034
-0.353223291907273,1668599
0.500062502924464,1671370
0.965059907875553,1684230
-0.11757756597687,1692385
-0.344394569108201,1720713
-0.101083357044314,1738800
-1.09905246044647,1740845
0.662027629837829,1742294
1.08922019277741,1767700
-1.77664025206001,1768972
-0.538251934602648,1889409
-0.602672763351605,1915938
-0.950139058454049,1916742
1.17450852281,1919296
1.68118242998142,1926770
-0.606706231434224,1938156
-0.260334240326155,1938561
-0.0776449929104705,1966316
-0.229009682246175,1967281
1.94018443979168,1973544
-0.197261423662999,1975401
0.096694340992684,1976407
0.90061793381344,1978972
1.57692606493938,1979045
-0.827856870468411,1979422
2.00713198388192,1980052
-0.153817379860056,2001182
2.2181615198496,2002465
0.00775351018673507,2004451
1.19383990215295,2006164
-1.52480586557908,2007309
-0.192986735460665,2009915
-2.32136254129345,2010259
-1.36898396915937,2010554
-0.343041283600371,2026671
-0.55712506386465,2033049
-0.98136859235634,2034136
-2.15886677407384,2040495
2.55748864395137,2047354
-0.16562635453882,2051378
-0.976549857142686,2055667
-1.85871412636407,2057358
-1.20515526468722,2059713
0.641452414635695,2069079
-0.139630653839862,2070958
-0.39040898761292,2072215
-1.06038772075221,2075832
-0.726775544113255,2075846
0.489397913037377,2076301
-0.916081377410678,2078198
-1.45278564724434,2078899
-0.203015492388037,2085349
-0.192149682131831,2086044
0.222816421085527,2091555
-1.35621105597468,2092954
-0.0821558493709472,2096627
1.15075487325941,2100050
0.165728033758805,2108003
-1.45825362023374,2109902
-0.213971859627668,2110540
0.877360736570805,2116787
0.13404768009371,2119177
0.678724553293929,2131601
0.685904169024487,2132424
-1.10530647591534,2132982
-0.861809235532205,2133204
0.384322638083767,2133380
0.101834088163206,2134220
0.239924001352956,2135748
1.11292943462512,2137799
-0.481534506997619,2138375
-1.27587860841732,2138678
0.412889913920891,2139733
-1.43868098169931,2141116
1.93766133341096,2144796
1.5583965865001,2145166
-0.216969449184097,2145694
0.832772474182921,2146138
-0.095922073766058,2151024
0.489010365539969,215131
1.75651118720811,2152442
1.15052572961371,2157529
1.39544092834896,2158101
-0.93807691027409,2158329
0.69434183002615,2168082
0.189180640047049,2172217
0.616520421982392,2176530
2.05634161678485,2176784
1.55376802223342,2181724
-1.45915631684937,2183291
-0.344828322677512,2183356
0.165986206908437,2185290
0.432441468989991,2186951
-1.70249807763065,2196212
0.00771348912916189,2199403
1.4687613830922,2200416
0.34394001794585,2200813
-0.344202879001884,2205389
0.181557079092462,2212664
0.0666193533700921,2217034
1.83143713743068,2218615
0.423023738772425,2219842
-0.801378901496717,2224150
0.587374594658775,2228399
-0.196902055272546,2228400
-0.146119350385525,2234271
0.0992858356657417,2234422
0.779188656192666,2237571
0.0404762715765023,2244172
0.704513933471652,2247869
1.02908283065839,2250648
-0.548593661711538,2250836
0.211486176078386,2267382
0.0081116697567546,2269346
0.330678363403016,2271329
0.277566479531065,2274521
-1.62930428362347,2276121
1.71140988667623,2278618
0.377982236439708,2285214
-1.46675505731029,2286108
-1.9295763131124,2293123
-0.734739518947548,2294852
1.16834821488867,2294873
-1.62508012004038,2296332
0.944691366252461,2305114
-0.106071516267492,2305115
1.52880954699964,2306459
-0.0296184437449789,2306893
-1.36855215471293,2317120
-2.81580614345251,2319068
-0.344384051532929,2321962
-0.346228536765565,2331869
1.25630967684769,2336735
-0.958088316350164,2339674
0.113908846775776,2340155
-0.526688426087876,2340322
-0.205814161727683,2350037
0.0544203263098909,2352038
1.47427122695353,2359944
0.36185687122523,2381907
-0.752217476143387,2393207
-0.459421410273021,2395415
0.202917697276567,2395943
0.403828890065446,2401405
-0.543253474107551,2405144
-0.608778069833209,2414406
0.383802141671864,2419459
0.336813114008697,2425694
-1.81176788369821,2426863
0.732110791090365,2430773
1.28835039604058,2439458
-0.0591224960878514,2443354
-0.615147271702273,2445526
0.376705175087989,2448298
-0.72783039370146,2453577
0.572188510918356,2474709
0.84668280079349,2480056
-1.76278581740396,2480330
-0.976728849295686,2487135
-1.06841228836955,2488660
0.408911241946376,2490180
-1.5131786185032,2493534
0.423455357424094,2498991
-0.46315660177943,2500377
0.425444560847445,2504802
-0.148469181812349,2510402
-0.128854141192959,2520618
-1.10772562131033,2559453
0.8947235169921,277752
0.405380912920801,308862
-0.0350350186709992,58325
-0.300734914870317,92173
0.323233914668043,923666
0.0122654333989344,965005
1.47943326554321,983079
