"mkm5d_ptv6_log.sigma.2.0.mm.3D_glcm_Imc2_249","sub"
-1.19327590998378,1085983
-1.30016640599608,1125173
1.03782305829556,1154608
0.417489405567355,1181124
0.140951112972207,1183075
1.15486388396277,1232870
0.298443300135973,1279943
0.182305022040691,1329352
-0.247938230209562,1330263
2.53214028635681,1364384
1.80361089169515,1386095
-0.654727321794438,1458656
-1.30071468958925,1485662
-0.538390416597331,1497807
0.52669949896314,1501387
0.607390849347832,1518948
0.197282488490327,1526417
-0.668320207431278,1565177
-1.03371131349093,1606693
0.359378151968347,1612262
0.251553217488175,1614566
-1.07815877476423,1644034
-0.364678874291539,1668599
0.521117246581964,1671370
1.01744288709044,1684230
-0.032335932797047,1692385
-0.379324499587838,1720713
-0.124194557352821,1738800
-1.11619273307898,1740845
0.67593842851373,1742294
1.0518885785677,1767700
-1.762658471875,1768972
-0.518060565170771,1889409
-0.462177387739627,1915938
-0.920378483117984,1916742
1.22570700433785,1919296
1.68597634012547,1926770
-0.633053399594435,1938156
-0.282409551403782,1938561
-0.0515339691317116,1966316
-0.23905291080283,1967281
1.91541099298361,1973544
-0.16728418960197,1975401
0.130974679743443,1976407
0.941661138191787,1978972
1.57110186152794,1979045
-0.900944307901627,1979422
1.97873237383575,1980052
-0.164331208321191,2001182
2.15579802938861,2002465
0.121465548429054,2004451
1.1804457307708,2006164
-1.48707074185316,2007309
-0.196677973767044,2009915
-2.31538208171972,2010259
-1.32368768339656,2010554
-0.339242762355764,2026671
-0.54808885654255,2033049
-1.00846226252519,2034136
-1.98090944651651,2040495
2.48754979350843,2047354
-0.189396828177022,2051378
-0.976217396086594,2055667
-1.9071626388166,2057358
-1.20496036253226,2059713
0.662487108249631,2069079
-0.140181892345886,2070958
-0.407234222794362,2072215
-1.09569459909159,2075832
-0.745018230491595,2075846
0.505125230270122,2076301
-0.943216569737072,2078198
-1.43156725284356,2078899
-0.23490737837754,2085349
-0.131699073761043,2086044
0.24581372270717,2091555
-1.32281643341127,2092954
-0.0921472753251504,2096627
1.15932760326372,2100050
0.120990109140076,2108003
-1.46855238966645,2109902
-0.234613731380325,2110540
0.849279765107188,2116787
0.161238068904622,2119177
0.68427603852956,2131601
0.707751379179916,2132424
-1.19339125685052,2132982
-0.886969287437564,2133204
0.368918587791896,2133380
0.0787089972570344,2134220
0.230045940948252,2135748
1.08110140579397,2137799
-0.473480145262302,2138375
-1.30788608972627,2138678
0.410094862680384,2139733
-1.42240814847087,2141116
1.90261540136556,2144796
1.56768935323188,2145166
-0.242105392925405,2145694
0.853561518543496,2146138
-0.143033289085043,2151024
0.464971373883813,215131
1.75895078091888,2152442
1.17269346657631,2157529
1.40341353902582,2158101
-0.865238748353194,2158329
0.687287766594978,2168082
0.201158675650029,2172217
0.602374454782615,2176530
2.03828674294554,2176784
1.54099626787062,2181724
-1.4425354448215,2183291
-0.364968457648749,2183356
0.151933762133247,2185290
0.464963921104218,2186951
-1.67673413681093,2196212
0.0455626148085639,2199403
1.4578800826255,2200416
0.331807169274944,2200813
-0.333177640455267,2205389
0.158995089775736,2212664
0.0644446237064946,2217034
1.82029609469287,2218615
0.431018746517016,2219842
-0.776984739895354,2224150
0.628976025838571,2228399
-0.144492733874921,2228400
-0.135159431562569,2234271
0.161161699340516,2234422
0.785022946943216,2237571
0.110696969928061,2244172
0.708555375636629,2247869
1.07178048906175,2250648
-0.542798548333959,2250836
0.179372158788678,2267382
0.00203346669075641,2269346
0.384724309766316,2271329
0.29343888838051,2274521
-1.61934636613221,2276121
1.71511903370309,2278618
0.337303968440496,2285214
-1.47745222298833,2286108
-1.97500720954089,2293123
-0.770785154822115,2294852
1.13202764796146,2294873
-1.62072112250981,2296332
0.932482490202096,2305114
-0.12499555850547,2305115
1.56984469030486,2306459
-0.021990870885779,2306893
-1.37240164346848,2317120
-2.85711529190527,2319068
-0.338329736411945,2321962
-0.393934421535386,2331869
1.27008036125636,2336735
-1.00664609643273,2339674
0.0934635760166705,2340155
-0.531364656973309,2340322
-0.197478212848642,2350037
0.0647629978796142,2352038
1.46007400279127,2359944
0.310648675336197,2381907
-0.787900158915285,2393207
-0.500044330757875,2395415
0.158230994721797,2395943
0.364769252878649,2401405
-0.576088058452957,2405144
-0.61656747403891,2414406
0.423737526642308,2419459
0.298368978094926,2425694
-1.90417682682721,2426863
0.825261795542396,2430773
1.32920586634945,2439458
-0.0459609365954961,2443354
-0.658845688746002,2445526
0.393277133351894,2448298
-0.673886074229798,2453577
0.565464741367557,2474709
0.887952414799549,2480056
-1.83530227982974,2480330
-0.997457495668369,2487135
-1.04657278850058,2488660
0.415159965703602,2490180
-1.52367833271647,2493534
0.472268415856568,2498991
-0.453223668178715,2500377
0.440919039964282,2504802
-0.134580893376249,2510402
-0.122835307524795,2520618
-1.11558977500611,2559453
0.91970075241809,277752
0.433472064366918,308862
-0.0691084592366395,58325
-0.365924953338011,92173
0.337324737363602,923666
0.0346268417156616,965005
1.47708559141831,983079
