"mkm5d_ptv4_wavelet.HHL_glcm_ClusterProminence_227","sub"
-0.300011094421265,1085983
0.199551238670042,1125173
-0.340690280938335,1154608
0.240788360643977,1181124
-0.129170672756858,1183075
-0.341003427866026,1232870
-0.305346761020979,1279943
-0.0811255364429214,1329352
-0.304963579091568,1330263
-0.269292131542683,1364384
-0.292939774122091,1386095
0.747297130534486,1458656
-0.309502770788684,1485662
-0.188654637949721,1497807
0.366834761253258,1501387
-0.308653831530467,1518948
-0.181795186222627,1526417
0.631875205386786,1565177
-0.361242918594336,1606693
-0.239192254209603,1612262
-0.100379895591296,1614566
-0.354449813349273,1644034
-0.194212168335366,1668599
0.137552316767874,1671370
0.145807778020035,1684230
-0.302477992071314,1692385
-0.17944481848836,1720713
-0.349369159740036,1738800
-0.19195773177734,1740845
-0.279328166758021,1742294
1.63726086849723,1767700
-0.274025198576926,1768972
-0.193252528108319,1889409
-0.375231018960126,1915938
-0.349732387977376,1916742
-0.371235190720557,1919296
-0.342815663443723,1926770
-0.245552031892664,1938156
-0.361550749178145,1938561
-0.366737016724161,1966316
-0.252835705739445,1967281
-0.363294117201624,1973544
-0.144435480224987,1975401
-0.337686970033798,1976407
-0.149459886092581,1978972
-0.364527850123798,1979045
-0.377817636612138,1979422
-0.341410489480107,1980052
0.131187145327886,2001182
7.43572975730799,2002465
-0.369949126834233,2004451
-0.329828034629564,2006164
-0.218143223555776,2007309
-0.370423265493703,2009915
-0.102314689739679,2010259
-0.156037807900908,2010554
-0.210778739892476,2026671
0.302384500420831,2033049
-0.351408622483673,2034136
-0.343430799205927,2040495
-0.135598019075912,2047354
-0.330291192429106,2051378
-0.37080509415439,2055667
-0.350663289445192,2057358
-0.336020238005402,2059713
0.00706332710222047,2069079
-0.323854795331928,2070958
-0.288971682062823,2072215
-0.337565211924357,2075832
-0.302260907764726,2075846
0.60183390606804,2076301
-0.296878395658118,2078198
3.09630217721108,2078899
-0.139642147678655,2085349
0.0809221037829636,2086044
-0.357570389554516,2091555
-0.366596181694758,2092954
-0.0794220538321983,2096627
0.247403404721115,2100050
-0.075345830488693,2108003
-0.277054694744156,2109902
-0.357444745793917,2110540
-0.090026665186752,2116787
0.112223683155971,2119177
-0.0356627817514491,2131601
0.161000782490845,2132424
-0.331652499904034,2132982
-0.317118962133442,2133204
-0.039489522107789,2133380
0.0552234687451827,2134220
0.400998969800274,2135748
3.41932597898573,2137799
-0.345792058194293,2138375
0.137974321201302,2138678
0.608748546622308,2139733
-0.302143894911443,2141116
8.9028838582067,2144796
-0.115833942943863,2145166
-0.330206746769537,2145694
0.153202658327811,2146138
-0.23600047126079,2151024
-0.34927383237093,215131
-0.231947870466578,2152442
-0.219192441125502,2157529
-0.192511428480101,2158101
-0.106932896301381,2158329
-0.369764518725711,2168082
-0.361695081013784,2172217
-0.194288807050948,2176530
-0.244697796842048,2176784
0.691177946180647,2181724
-0.228816341143365,2183291
-0.158196515570986,2183356
-0.333626315349856,2185290
0.25076208270212,2186951
-0.301118893857275,2196212
-0.062277856266525,2199403
-0.0571246382981374,2200416
-0.365985969768796,2200813
-0.250035772405993,2205389
-0.203073313342948,2212664
-0.362426329631738,2217034
-0.0840755135695432,2218615
-0.377777327798457,2219842
-0.311093202731663,2224150
-0.350017065036295,2228399
-0.318213889683537,2228400
3.61227050837841,2234271
2.31851037857891,2234422
-0.242239157557127,2237571
-0.0159325486435227,2244172
-0.230076144976076,2247869
-0.147649729837574,2250648
-0.292154542646255,2250836
-0.325222388879791,2267382
1.22206521944184,2269346
1.4651335973058,2271329
-0.342692272747399,2274521
-0.281040916495477,2276121
-0.153099459690727,2278618
0.0113077178544993,2285214
-0.359995570950228,2286108
-0.281831520373653,2293123
0.293176288994486,2294852
-0.139381888177797,2294873
-0.347006238977098,2296332
-0.276824567911134,2305114
-0.122877341676236,2305115
-0.349543509742828,2306459
0.00934152881692567,2306893
-0.187579387002356,2317120
-0.366351816986243,2319068
-0.0314407507006779,2321962
-0.236383361580559,2331869
-0.36733718853103,2336735
-0.193371448059446,2339674
-0.357552169596197,2340155
0.21487259573993,2340322
-0.271186943767502,2350037
-0.221082775471082,2352038
0.461165905309576,2359944
-0.326599742732727,2381907
0.209971757977304,2393207
-0.286261346732477,2395415
-0.299858467571692,2395943
-0.309458272238214,2401405
-0.283036850237014,2405144
-0.0920824070102809,2414406
-0.320158812249586,2419459
-0.339125694990749,2425694
-0.355717767152825,2426863
-0.250904586968727,2430773
-0.319015250017166,2439458
-0.317031247099717,2443354
-0.296279609408766,2445526
-0.322744596241262,2448298
-0.144978917111242,2453577
-0.154583957310745,2474709
-0.163360790064602,2480056
-0.0873200871350862,2480330
-0.271447517008882,2487135
-0.355561236394281,2488660
-0.290334521373326,2490180
-0.224223123083008,2493534
-0.217004700060611,2498991
-0.107501755864942,2500377
-0.187719839912265,2504802
-0.10313669492347,2510402
-0.0344853016079903,2520618
-0.139843174590168,2559453
-0.332866682812916,277752
-0.355436462725185,308862
-0.354789352625424,58325
0.125367025894527,92173
-0.294090338614223,923666
0.0290276996945071,965005
-0.325518891203888,983079
