"mkm6d_ptv4_lbp.3D.m1_glrlm_LongRunHighGrayLevelEmphasis_233","mkm6d_ptv4_wavelet.HHL_glcm_ClusterProminence_226","sub"
1.23709236939087,-0.300453539436043,1085983
1.60500662364742,0.196062007984419,1125173
-1.31353358753177,-0.344076468325241,1154608
-0.0458432719357775,0.258805380894509,1181124
-0.582595615171398,-0.118887744560057,1183075
-0.122114753917805,-0.342184477450481,1232870
2.80936083311868,-0.306573033123051,1279943
0.0156691252002911,-0.0778013848402171,1329352
0.369119131822998,-0.307988865527132,1330263
-1.40331139704504,-0.272451573530397,1364384
-1.14308595369077,-0.295153757625049,1386095
1.10817402865239,0.742749019576062,1458656
0.341330705644938,-0.310876120455271,1485662
-0.592975199510602,-0.192632086684738,1497807
0.355424334174068,0.36194579941546,1501387
-0.117189396494894,-0.312301913456455,1518948
-0.491164491681654,-0.179134315912593,1526417
0.487960529400312,0.617708774345953,1565177
1.0703361904439,-0.364791257305707,1606693
1.52114383508517,-0.240128879501928,1612262
-0.929498468821446,-0.102885294569734,1614566
-0.886777554514168,-0.357018601456437,1644034
0.823820312870168,-0.191293967207405,1668599
-0.516214891552468,0.1480571065779,1671370
-0.795466283029569,0.16064421778597,1684230
-0.733012062348349,-0.304737467228006,1692385
0.543285604205217,-0.182656977096413,1720713
0.541903260969789,-0.352160636381539,1738800
0.845380757540124,-0.191069824049469,1740845
-0.449482835500795,-0.281886311970408,1742294
0.735296971599022,1.63962254253992,1767700
-0.0513798272286457,-0.274724782828686,1768972
-0.110979307237549,-0.193520221481253,1889409
-1.31930321920844,-0.378037995397194,1915938
0.395990060902916,-0.352019285500973,1916742
-0.64162656624197,-0.373789161091724,1919296
-0.540884928542295,-0.345106173743626,1926770
0.714716873943257,-0.247038043167828,1938156
0.65742031260316,-0.364622977124298,1938561
-0.956068623801217,-0.369309585225267,1966316
-0.167357989752891,-0.25916961627144,1967281
-1.98306706417414,-0.366242293210187,1973544
-0.0550645033973212,-0.132039322635179,1975401
-0.264770303193065,-0.340011613340428,1976407
-0.561251548768912,-0.1566695238652,1978972
-0.494114112621922,-0.367017498602565,1979045
1.45057693180526,-0.380841648771287,1979422
-2.87350717234838,-0.342218346156048,1980052
2.09000870178769,0.130548441978104,2001182
-0.617662345693299,7.55503546931604,2002465
-1.21769407716511,-0.372698397017561,2004451
-0.955386201740577,-0.332655111759178,2006164
-0.210885546911026,-0.213268964367146,2007309
1.6562887064322,-0.37266716990916,2009915
0.363387254564294,-0.0970736171222328,2010259
-0.116162580570923,-0.158051510883905,2010554
-0.900807268326255,-0.211961026206604,2026671
0.769131616725819,0.339399596056922,2033049
0.758734650500115,-0.353926171620839,2034136
-1.61623961433432,-0.345861899943255,2040495
-1.82046231242619,-0.127694868459627,2047354
-0.262225227625112,-0.331342265378137,2051378
-0.926175814762251,-0.37359946971626,2055667
0.418294279385628,-0.353253133227438,2057358
0.34095499416724,-0.338698051052303,2059713
-1.78863022835816,-0.00843870397329492,2069079
-0.805345862758577,-0.327152480308732,2070958
1.02574979163533,-0.289358661750523,2072215
-0.419026296726197,-0.339987167413885,2075832
0.0917130122399131,-0.304572428881795,2075846
0.153880928613386,0.628737890939286,2076301
0.406273438776104,-0.301078365291179,2078198
1.76732938330262,3.14133315579887,2078899
0.362923200815734,-0.140659251749039,2085349
-0.772499892007327,0.0793005269927756,2086044
-0.557153127441777,-0.36103211153281,2091555
-0.882457389039864,-0.369117335950221,2092954
1.3853809929674,-0.0863405882513445,2096627
-0.565686636663928,0.264856451148002,2100050
2.09087915418977,-0.0727324804633048,2108003
-0.625182838672348,-0.277125558648136,2109902
-0.379567443383922,-0.360248301292577,2110540
1.52767363103471,-0.0913941395939286,2116787
-0.322652780644567,0.0871503659108474,2119177
-0.435342971448885,-0.0310155392323607,2131601
0.0476109796833287,0.173941282210326,2132424
2.54432443478778,-0.334200897597509,2132982
0.946527849814825,-0.319868709412782,2133204
3.02103450748988,-0.0305662820112359,2133380
0.401591714932648,0.0573578405971732,2134220
-0.0591706759601987,0.416653908241134,2135748
