"mkm9d_ptvper_wavelet.HHH_firstorder_Median_242","mkm9d_ptvper_original_shape_Flatness_228","sub"
0.102202397779996,1.28773345349569,1085983
-0.146269390982753,0.0020267008965909,1125173
1.3304257416024,-1.05817960667768,1154608
0.058180558672641,0.780671015151353,1181124
-2.20176963983188,0.406249523139593,1183075
-1.66957269958052,0.132815037026108,1232870
0.201201272190082,0.0528274881475076,1279943
0.48063448131382,-0.782064036551383,1329352
0.138322196556551,-1.36273625294635,1330263
-1.48373528928455,-0.797302960312305,1364384
0.867193634692184,1.13132504707476,1386095
-0.473045829653475,-1.45151532626446,1458656
-1.65953848893344,1.33641822073201,1485662
-1.32261554104621,0.25646500049719,1497807
1.07822371410465,-0.688605984569223,1501387
-1.17402108817099,0.0109827969647154,1518948
-0.0296984279448291,0.631565493020372,1526417
-0.177303477349415,0.146881836117693,1565177
-0.0634386731093297,-0.627632355926773,1606693
0.752422313248702,0.177952322718098,1612262
1.06347458494766,0.807718884259505,1614566
-0.89666971552115,-0.790147072210053,1644034
0.116820841625182,-0.737427932891878,1668599
0.789376617190007,-0.158401679006191,1671370
-0.172936880054355,1.9474799143616,1684230
0.395190976000982,1.64917344383674,1692385
0.0178915633590205,-0.6180690513483,1720713
-0.275574248651553,1.27242234677475,1738800
-0.50734215216954,-1.19057509071742,1740845
-0.948151383536157,-0.0276855447036102,1742294
-0.131511365712314,0.585517402794184,1767700
0.183847203198011,0.263990263337629,1768972
0.708624682142788,0.109503672632491,1889409
0.221372204166993,0.409043395832255,1915938
-0.212868928273984,-0.64267421047591,1916742
0.339911975476756,1.8570491686951,1919296
0.291097714659686,1.84523036901419,1926770
-0.0597148227133966,-0.50145520815372,1938156
-0.579237211788124,0.0577489953203777,1938561
-0.733644577598594,0.346683500423644,1966316
-0.104493015223357,-0.0509786784952263,1967281
-0.996133063256756,0.542849140330783,1973544
0.00807289970378124,0.588422874739778,1975401
-0.187068966999685,0.658637599585313,1976407
0.665055323362321,-0.146249655437749,1978972
0.229210988050757,0.413043555264403,1979045
0.114995808815072,-0.455568992582931,1979422
0.512992294228764,1.28457608628835,1980052
0.183079678309074,-2.94897800567861,2001182
1.68695542087164,1.21514314131311,2002465
0.771967258258326,0.73784643733864,2004451
0.153234503998651,1.09354569320099,2006164
-1.15407749350882,0.525127911036453,2007309
0.496412187106868,-1.45908008711462,2009915
-1.49836832578242,-0.793411621468947,2010259
0.605233381442393,0.0818348866392731,2010554
-1.15907739031157,0.778728682267477,2026671
0.297124858545691,-0.438286432328717,2033049
0.00768405685430489,-1.79073282161041,2034136
0.924350352907392,0.10561975626748,2040495
0.875859681461219,1.58867986830252,2047354
0.0807970949313971,0.711869429427091,2051378
-0.887649294288745,-0.141800945628378,2055667
0.425531024996681,-0.792943967962083,2057358
0.048284394519941,0.525719999175031,2059713
-1.35499955587975,-0.145958635348489,2069079
-0.100395830724937,0.543758215998875,2070958
0.636936578767362,0.893478866837958,2072215
-0.362589134042758,0.489889968672032,2075832
-0.000278905099102698,0.377271318442589,2075846
1.68117603860945,0.907037747004498,2076301
0.158796471949933,1.19805273933022,2078198
-0.849385975354936,-0.959999385992476,2078899
1.02672371339413,-1.20457075773313,2085349
-0.0723876660091963,-0.338333299766263,2086044
-0.0207453274834666,-0.985487323490491,2091555
0.0726741434577248,-0.945028257713458,2092954
0.0481955712049356,0.205105997508427,2096627
0.113754525349761,-0.874129537636118,2100050
-0.590755052028771,1.363894501753,2108003
-0.532617058990942,-0.769848034040436,2109902
0.684429242482504,-1.05683401918173,2110540
1.30757576613821,0.688508466848355,2116787
