"mkm7d_ptv_wavelet.HHH_glcm_Imc1_230","sub"
0.438630612724933,1085983
-0.113451488047517,1125173
0.339173172423333,1154608
0.0366464481438043,1181124
-0.565633205491782,1183075
0.560367787664514,1232870
-0.344150157732076,1279943
-0.401055021156292,1329352
0.323269623315709,1330263
-2.4434571497028,1364384
-0.0965851412519817,1386095
-0.402743528970434,1458656
-0.0707522750221619,1485662
0.653446134412057,1497807
-0.49196987395485,1501387
-0.224727019838737,1518948
0.573403097858786,1526417
-0.129283560876032,1565177
0.351551419715951,1606693
0.347297301948107,1612262
-1.10770340810569,1614566
1.34715461412866,1644034
-0.277962619418373,1668599
0.245993295458676,1671370
0.940305959896803,1684230
1.56600152161661,1692385
-0.733688416130446,1720713
-1.17590640523967,1738800
0.54220951972595,1740845
-0.546614830086878,1742294
-0.644104371653743,1767700
-0.213585355858139,1768972
0.161968618110959,1889409
-0.649070437445255,1915938
0.606299272357755,1916742
1.16045527044701,1919296
0.246465612042297,1926770
-0.409157436842941,1938156
0.897772163452329,1938561
0.512479316427614,1966316
-0.0648339902965123,1967281
-0.515725000618475,1973544
0.266486988605187,1975401
0.541277129369902,1976407
0.456316396092881,1978972
0.763636651028075,1979045
1.44744074797882,1979422
-1.20704778826993,1980052
0.315068477580126,2001182
-1.97440195078737,2002465
1.56079232581177,2004451
-1.11062801207907,2006164
0.0749697410449552,2007309
1.2700685116984,2009915
0.383193565367594,2010259
0.684126192555711,2010554
-0.305682260844337,2026671
0.733567396864324,2033049
1.23197288926515,2034136
0.743301168863774,2040495
-1.9748254998943,2047354
0.14483338410685,2051378
0.500235694342148,2055667
0.173676657271055,2057358
0.538282178556566,2059713
-1.47946620367522,2069079
0.25089850882964,2070958
0.977639331429368,2072215
-0.505040877629275,2075832
0.514009682811412,2075846
-0.290127699468229,2076301
0.197464476862889,2078198
0.181126442357021,2078899
-0.479807633770198,2085349
-0.17056969939737,2086044
0.967324862161252,2091555
1.05951296797756,2092954
-0.823928526190557,2096627
-0.810305230712124,2100050
-0.496931651532729,2108003
0.0206019241472487,2109902
0.956323938563318,2110540
-1.56291262672004,2116787
0.590833006865131,2119177
-0.9587140599355,2131601
-1.65279643808495,2132424
0.0743713134295621,2132982
0.605169764922979,2133204
-0.301368090624478,2133380
-0.743133931308197,2134220
-0.518813377849853,2135748
-0.452858617508553,2137799
-0.771792118593571,2138375
-1.16202928854473,2138678
-1.11863051675628,2139733
0.715994036213004,2141116
-2.82372966609884,2144796
-0.908418287617915,2145166
-0.913628950100016,2145694
-0.648511254799803,2146138
-0.860994650587491,2151024
0.934296436006705,215131
-3.24273220362486,2152442
1.10199303343043,2157529
0.094444551291295,2158101
1.06764082976828,2158329
0.549436668958923,2168082
1.46661488106024,2172217
1.02192869831647,2176530
0.70232840899041,2176784
-2.60157495045728,2181724
0.50094869314815,2183291
-0.0607199009929162,2183356
-0.264149262674732,2185290
-1.93866546065444,2186951
1.72097063005108,2196212
-3.42445408863313,2199403
-3.62387688320933,2200416
1.1706631499314,2200813
-0.431999440720288,2205389
0.898336516704349,2212664
0.730686785782789,2217034
-0.557645606225696,2218615
1.65291381959736,2219842
-0.171157830824352,2224150
-0.570763289828784,2228399
-0.548922654693447,2228400
-0.150115220026448,2234271
0.584050704822625,2234422
0.399109464930495,2237571
0.333643952678662,2244172
-0.819283773646062,2247869
-1.39845897170647,2250648
0.320123969388037,2250836
-1.33513554104814,2267382
-2.51508187159819,2269346
-0.383759123963795,2271329
1.20179621118381,2274521
-0.284496827290332,2276121
0.737845384498387,2278618
0.556858441183091,2285214
0.948525982196596,2286108
-0.176668496841071,2293123
0.50955472080772,2294852
0.622407181789801,2294873
0.715261050026578,2296332
0.629483493884421,2305114
0.770773440262124,2305115
1.44308052584231,2306459
0.749149787190546,2306893
-0.129401686448823,2317120
1.11810007299496,2319068
0.205054001755676,2321962
0.516485153338196,2331869
1.08129346724961,2336735
0.728201508080962,2339674
0.896899755511461,2340155
-1.21496201092083,2340322
-0.0477200897635952,2350037
1.16790264526436,2352038
-0.00575861348498366,2359944
-1.59341123974556,2381907
-0.27980980214381,2393207
0.425640239483646,2395415
-1.04219850644648,2395943
0.325997591287087,2401405
1.29250579408941,2405144
-0.0825842494008644,2414406
0.647489722624873,2419459
-0.396828859334538,2425694
0.949782330687857,2426863
-0.597082891731118,2430773
-0.35296730597799,2439458
0.916631261840381,2443354
0.120248382006347,2445526
0.669516139607993,2448298
0.815969239370236,2453577
0.25268789595074,2474709
0.424447207217668,2480056
-1.22653848829786,2480330
0.0785203393368122,2487135
0.152204366367692,2488660
-1.03052073832264,2490180
1.40283986199146,2493534
0.873480201030826,2498991
0.107211788582418,2500377
0.80936322637406,2504802
-0.526335189552633,2510402
0.410551791015235,2520618
0.146759355730867,2559453
-3.2401396424732,277752
1.76212881682831,308862
0.26768690075257,58325
-0.101334052902759,92173
1.00147541757682,923666
0.62693746378159,965005
-0.103776097569571,983079
