"mkm7d_ctv_wavelet.HHH_firstorder_Skewness_245","sub"
-0.108710500102515,1085983
0.43722533667365,1125173
-0.38331909479905,1154608
0.0276817232617703,1181124
-0.0992672919729935,1183075
0.29717619850013,1232870
-0.0254740436504362,1279943
-0.34666375257678,1329352
-0.00746813889283851,1330263
-0.28211655679921,1364384
-0.792194730459833,1386095
0.209352503628457,1458656
-0.251642308256464,1485662
-0.994677537375988,1497807
-0.0983880564064371,1501387
0.0866898742804018,1518948
0.447425888270914,1526417
-0.709167620810232,1565177
0.393575863581902,1606693
0.113774734346137,1612262
-0.874746314621335,1614566
0.568192626380126,1644034
0.067228760887862,1668599
0.086963934454201,1671370
-0.509014689683117,1684230
-0.0206357448962252,1692385
8.40819229045956,1720713
0.137842145854059,1738800
0.0650316933284838,1740845
0.318681852009479,1742294
1.00668392133849,1767700
1.15405203220454,1768972
0.260727579088344,1889409
-2.10436678666294,1915938
-0.0491824079550047,1916742
0.305007270917064,1919296
0.36929790505088,1926770
-2.06779443059941,1938156
-0.0806302120535931,1938561
0.331065712240222,1966316
-0.16332203821233,1967281
2.96946937486575,1973544
-0.249590914984637,1975401
0.0546564944138812,1976407
-0.0471200212815026,1978972
-0.244826659348789,1979045
0.266401051411171,1979422
-0.401129982295986,1980052
0.709194359642524,2001182
-0.287265320427752,2002465
0.737526401349312,2004451
0.197055991617595,2006164
0.297763698251594,2007309
-0.309888709265382,2009915
-0.188085719707465,2010259
-0.20437863563132,2010554
-0.522864520601428,2026671
0.95039150431755,2033049
-0.645881521847522,2034136
-1.01185756691826,2040495
0.637740091615188,2047354
0.0394254355644157,2051378
0.265254175411346,2055667
-1.60339375840347,2057358
-0.252974606196033,2059713
1.01770267116727,2069079
0.198427423446817,2070958
-0.517349021435961,2072215
0.640350396716811,2075832
-0.0842931324828162,2075846
-0.197370079635107,2076301
-0.761016921617051,2078198
0.0952673702944832,2078899
0.401407399345217,2085349
0.843559228722383,2086044
-0.795607964754948,2091555
0.0407569129917887,2092954
0.228247675197095,2096627
0.429221095773586,2100050
0.145364807682778,2108003
0.763782009800144,2109902
-0.00412101270274698,2110540
0.58802401426974,2116787
0.844878483599182,2119177
-1.27387882800209,2131601
0.298197396549194,2132424
0.185873397968194,2132982
-0.396033802919415,2133204
0.198718826856496,2133380
0.0914797586790972,2134220
0.287356637221338,2135748
-0.575644744472275,2137799
0.0101699979048906,2138375
-0.855116825191977,2138678
-0.800697342005223,2139733
0.132198142585451,2141116
1.18207199598908,2144796
0.272005121780358,2145166
-0.0467061567655917,2145694
0.442203631255547,2146138
0.189768947968709,2151024
-0.146035401047779,215131
-0.774718303341315,2152442
-0.257818722355703,2157529
-0.583873932405211,2158101
0.111630341970759,2158329
-0.159416157606015,2168082
0.727300793955751,2172217
0.097940460208853,2176530
-0.155649575130201,2176784
2.20889333040767,2181724
-0.406975285563105,2183291
-0.247188723987547,2183356
0.584355014230883,2185290
0.975015105582646,2186951
-0.0419593383951151,2196212
-4.52400323064081,2199403
0.0454786724609395,2200416
0.334966995084294,2200813
0.213461753992608,2205389
0.156263362633714,2212664
-0.0140772323180839,2217034
2.56449276329724,2218615
0.128648349260043,2219842
-0.31085777404997,2224150
0.328225276559267,2228399
-0.0766110021616955,2228400
0.266305818901812,2234271
0.199565368144151,2234422
-2.27396668229248,2237571
-0.207914301401351,2244172
0.992036962373494,2247869
0.487171569107004,2250648
-0.0134984332428532,2250836
0.0158166486763137,2267382
-0.0220860493953649,2269346
1.4449033548769,2271329
-2.37191958961625,2274521
0.6867980663599,2276121
0.96619442896656,2278618
0.0908048196920927,2285214
0.147301116791433,2286108
-1.24947134862022,2293123
-0.101581541829632,2294852
-1.41653784552703,2294873
-1.96289643314575,2296332
0.128049136264299,2305114
0.119177473607462,2305115
1.00232411861932,2306459
-0.534209968639132,2306893
-0.816350063249359,2317120
-0.0455360616533884,2319068
0.453963589375176,2321962
0.331645585561683,2331869
0.37605910569423,2336735
-0.0975495873040003,2339674
-0.27729774486345,2340155
-0.300882969804291,2340322
-0.0137014824748819,2350037
-0.24722968964805,2352038
0.32085283723231,2359944
-0.256685507091316,2381907
-1.77708009555546,2393207
-0.532045657507853,2395415
0.141260454439279,2395943
0.292160191680693,2401405
0.00844456748402056,2405144
-0.595077785565072,2414406
0.250954786256172,2419459
0.0902725737563968,2425694
-0.195935685353511,2426863
-1.07928808906977,2430773
0.00942488333063076,2439458
-0.274501248417517,2443354
-0.27100752322964,2445526
0.182434648507614,2448298
-0.288695545711,2453577
-0.463972781974663,2474709
-0.320563325853925,2480056
-0.176577036605435,2480330
1.16858061072207,2487135
0.982981098338626,2488660
0.0079625880896468,2490180
-0.0794252983801075,2493534
-0.430572199291538,2498991
-0.00699305895448612,2500377
0.204190262565789,2504802
0.0779354443343824,2510402
-1.03615003408911,2520618
-0.00439146249572817,2559453
-1.36306356393224,277752
-2.47490599073343,308862
0.272657748803958,58325
-0.257498528882886,92173
1.54742274319375,923666
0.0782956822807307,965005
0.21771864343099,983079
