"mkm6d_ptv2_wavelet.HHL_glcm_ClusterProminence_246","sub"
-0.288684898226678,1085983
0.0928856643101439,1125173
-0.34557065943652,1154608
0.0914817818836525,1181124
-0.191361297974966,1183075
-0.354694195026966,1232870
-0.305509659937545,1279943
-0.0268160191651226,1329352
-0.275253984355265,1330263
-0.205989370123709,1364384
-0.234352055766069,1386095
0.780974285942304,1458656
-0.32389762713419,1485662
-0.290529211565138,1497807
0.257607881488294,1501387
-0.296535553787731,1518948
-0.251257051803767,1526417
0.369789054041482,1565177
-0.355053755427953,1606693
-0.353956575544819,1612262
-0.161916777934817,1614566
-0.348162244258742,1644034
-0.217743239536541,1668599
0.243317798781817,1671370
-0.123956762983914,1684230
-0.308626421370953,1692385
-0.0936902465112519,1720713
-0.339803459158099,1738800
-0.257472463449918,1740845
-0.243102658630172,1742294
1.57515163269132,1767700
-0.250129229574119,1768972
-0.178171018001534,1889409
-0.369101790686003,1915938
-0.338975564440147,1916742
-0.369289803222085,1919296
-0.32811000016953,1926770
-0.198586586327355,1938156
-0.355563706938781,1938561
-0.359419079945588,1966316
-0.279400253565292,1967281
-0.351237578243463,1973544
-0.25324763467547,1975401
-0.33640384262023,1976407
-0.239402816904365,1978972
-0.358373739208739,1979045
-0.372542678756793,1979422
-0.355477443255103,1980052
-0.0195565573122195,2001182
6.0125720826634,2002465
-0.361325567826166,2004451
-0.337829057045059,2006164
-0.238811005033341,2007309
-0.368467198995495,2009915
-0.0861514381745077,2010259
-0.0575959040428973,2010554
-0.109628780574163,2026671
-0.122079973489498,2033049
-0.348783752057724,2034136
-0.32596414133427,2040495
-0.170262936652329,2047354
-0.336426448701371,2051378
-0.364717075151218,2055667
-0.339576069568056,2057358
-0.338752552295376,2059713
0.0102735424027732,2069079
-0.330187817585678,2070958
-0.325951558763599,2072215
-0.344144389470954,2075832
-0.301327472022753,2075846
0.199672207936146,2076301
-0.285870084424221,2078198
3.97498999453067,2078899
-0.1122084394947,2085349
0.301102743132959,2086044
-0.353367113735696,2091555
-0.360683812589058,2092954
-0.226278023625864,2096627
0.232143600576296,2100050
-0.0509252808232622,2108003
-0.2945042537721,2109902
-0.346236857975023,2110540
-0.1879095457987,2116787
-0.0848907041693766,2119177
0.196808748423423,2131601
0.130156520441669,2132424
-0.326352205216442,2132982
-0.32917639148917,2133204
-0.110844049984807,2133380
0.0446489249835022,2134220
0.573159512606341,2135748
5.36323911743951,2137799
-0.339117819678955,2138375
0.0853050408213635,2138678
0.772562286568047,2139733
-0.296684601099756,2141116
8.41236158086953,2144796
-0.110176957400944,2145166
-0.321337110391691,2145694
-0.0318594528774897,2146138
-0.279701241816245,2151024
-0.350031141861794,215131
-0.196752776828297,2152442
-0.267881126001107,2157529
-0.147964142203596,2158101
-0.257144641826107,2158329
-0.370553754387971,2168082
-0.364047287365017,2172217
-0.289295474908761,2176530
-0.210950268828989,2176784
1.21258371118513,2181724
-0.206981005899863,2183291
-0.0864965492535021,2183356
-0.337464406884041,2185290
0.585680738023644,2186951
-0.295653286919192,2196212
0.0483622479471377,2199403
-0.00530795911931157,2200416
-0.359604407438847,2200813
-0.230712179945123,2205389
-0.171210191394662,2212664
-0.35327190767662,2217034
-0.0958151044565901,2218615
-0.372041315467581,2219842
-0.319333299717728,2224150
-0.354704014304223,2228399
-0.312125433411978,2228400
4.00356677169356,2234271
1.73133800287129,2234422
-0.212934717335578,2237571
-0.0595242164246253,2244172
-0.242820896348501,2247869
-0.0890996797779088,2250648
-0.275257538347816,2250836
-0.316489363929149,2267382
1.81616806682474,2269346
1.73596167766578,2271329
-0.336344849005919,2274521
-0.292255396216979,2276121
-0.171580584404952,2278618
0.0521527046555488,2285214
-0.358834746331273,2286108
-0.250972324420436,2293123
0.103252211568919,2294852
-0.160035818530893,2294873
-0.341869362095119,2296332
-0.294805701290026,2305114
-0.123504143562864,2305115
-0.348338258285475,2306459
-0.141965506318468,2306893
-0.236942437276317,2317120
-0.360493536712548,2319068
-0.0983423784660844,2321962
-0.245150526477789,2331869
-0.358863489814524,2336735
-0.211821083048978,2339674
-0.359741728818336,2340155
0.437213647993818,2340322
-0.29203955473036,2350037
-0.225480310546914,2352038
-0.0432214685020096,2359944
-0.347450917270804,2381907
0.488393072181037,2393207
-0.249393585246005,2395415
-0.319376184082314,2395943
-0.335216088836888,2401405
-0.284956700914702,2405144
-0.0504524720461261,2414406
-0.341242764513222,2419459
-0.323347800807812,2425694
-0.348928672125956,2426863
-0.29690824839503,2430773
-0.300048192308506,2439458
-0.304633522727261,2443354
-0.274358344945702,2445526
-0.316014421102479,2448298
-0.202641053284727,2453577
-0.140087848350621,2474709
-0.158528936299019,2480056
-0.0587593929726288,2480330
-0.283526214606515,2487135
-0.354279445420193,2488660
-0.287797561363241,2490180
-0.217528320941695,2493534
-0.189370578413678,2498991
0.00463480881070671,2500377
-0.240889687358911,2504802
-0.275587799819041,2510402
0.0181256109311476,2520618
-0.0954548710091355,2559453
-0.305301939334787,277752
-0.347401913368748,308862
-0.343677179242179,58325
-0.161568936819648,92173
-0.261492284474871,923666
-0.0755311452444286,965005
-0.298780360013872,983079
