"mkm7d_ptvper_wavelet.LHL_glcm_ClusterProminence_231","mkm7d_ptvper_wavelet.LHL_glcm_SumSquares_231","sub"
-0.33085650281203,-1.13183883031015,1085983
-0.180289461888109,-0.310209582501872,1125173
-0.132547481872268,-0.0326630751526243,1154608
0.286273372706191,0.782035554610993,1181124
-0.257054821968281,-0.555492037879709,1183075
-0.300690237845697,-0.800076518188229,1232870
0.293550198144822,1.28739248887359,1279943
0.200771001888809,0.655616097398286,1329352
-0.184905075102223,-0.295174345733581,1330263
-0.309847430428646,-0.803160554538352,1364384
-0.092146883384322,0.133162609059494,1386095
-0.0402879977241773,0.309104368765943,1458656
-0.306321245328447,-0.932894968748745,1485662
-0.0686914245347327,0.511855993263136,1497807
0.0578383528276543,0.81486481020222,1501387
-0.348178152341756,-1.27773162254296,1518948
-0.233799878838525,-0.388097637161854,1526417
0.247762103018123,0.449071504972609,1565177
-0.324998871649009,-1.21318622412577,1606693
-0.0211701431520337,0.267671194674209,1612262
0.0651981535478335,0.830111564485628,1614566
-0.324614873614539,-0.995610076520756,1644034
-0.309269583091724,-1.13155271535371,1668599
-0.0326510315137126,0.634606329403086,1671370
0.0605524045434825,1.25264950884047,1684230
-0.193507816828326,-0.184390635656541,1692385
-0.111433920898618,-0.236473298742437,1720713
-0.292397913322637,-1.00281821676784,1738800
-0.18387794013454,-0.445884396748941,1740845
-0.276533763490139,-0.701366164247551,1742294
-0.202216697136273,-0.260514512346905,1767700
0.162183470588161,0.518057059365673,1768972
0.3632586411051,1.32296806714299,1889409
-0.165494426603686,-0.294239856892727,1915938
-0.108279371777676,-0.468253133688867,1916742
-0.194073658525477,-0.259262792933764,1919296
-0.0113297975839492,0.79335438829437,1926770
-0.162397810563794,-0.287372698281191,1938156
-0.336736474196836,-1.2748558212865,1938561
-0.314142568353524,-0.973151769112759,1966316
-0.283336391054517,-0.873139818944071,1967281
-0.250703134203195,-0.38792963927125,1973544
-0.252000670151876,-0.43462804247009,1975401
-0.322198556725085,-1.12804079349869,1976407
-0.208311929023782,-0.0940259214184193,1978972
-0.0998915485825536,-0.0257565240866073,1979045
-0.366050184452753,-1.64292741547117,1979422
-0.0836966117995886,0.18860979738966,1980052
-0.0785675503085357,-0.000669185000641183,2001182
0.19190094628677,1.73044492839442,2002465
-0.240950291915451,-0.445142297978355,2004451
-0.107658247600431,-0.109358117881937,2006164
-0.234461674587669,-0.175227104446054,2007309
-0.291658085731778,-0.912769459977508,2009915
-0.304412268059945,-0.894204862536513,2010259
-0.1521386809711,-0.465433848422791,2010554
-0.160918162782117,-0.255564054227507,2026671
-0.305796062836467,-0.970760253969429,2033049
-0.112365889149157,0.0184735028760728,2034136
-0.32907377925568,-1.02388528411218,2040495
0.476319348077633,1.9594662455688,2047354
-0.274516193191966,-0.838608104983814,2051378
-0.315617680331762,-1.0249955147517,2055667
-0.289828179079495,-0.825391232260824,2057358
-0.345696185045874,-1.22495808850044,2059713
-0.105357788547849,-0.304053042408622,2069079
-0.303118447551453,-0.998963635509443,2070958
-0.228566320286855,-0.501682276616537,2072215
-0.343578411821285,-1.34948737588445,2075832
-0.211493948426343,-0.371376719086542,2075846
-0.220473987745823,-0.198380203362129,2076301
-0.0800209981384383,0.262929698157306,2078198
0.141352467292418,1.24529803276936,2078899
-0.273398173857226,-0.747443496736471,2085349
-0.0955585699501448,0.182372819793232,2086044
-0.293326112384752,-0.951935046583321,2091555
-0.228876597340434,-0.451984463533618,2092954
-0.170457085796515,-0.321625019561147,2096627
-0.116812843642286,0.319591259846863,2100050
-0.280466631451947,-0.763137223916566,2108003
-0.301754800960124,-0.957950388556897,2109902
-0.299021910497568,-0.94831472883966,2110540
-0.101329617978403,0.334617924205647,2116787
-0.18297631265797,-0.330382780974822,2119177
0.0218775852137369,0.290604021948427,2131601
-0.285207411845146,-0.668231310933061,2132424
-0.307778807298775,-1.21475520685111,2132982
-0.269656565383132,-0.615362709792435,2133204
-0.145812553911355,0.0510856001877602,2133380
1.33399666280107,3.03424661663889,2134220
0.350326355807933,1.18937230267939,2135748
-0.0330571738429581,0.190154412541402,2137799
-0.19606414591268,-0.359164756757326,2138375
-0.183782480741749,-0.112043635367466,2138678
-0.110292238824771,0.139866109063238,2139733
-0.282400060349938,-0.673911223448932,2141116
0.0274628790188127,0.893255718062209,2144796
-0.0940149892320501,0.086370558586007,2145166
-0.254198766103465,-0.451892447094548,2145694
-0.179652565497918,-0.186105705606641,2146138
-0.263064520823521,-0.854282795703453,2151024
-0.153464752367064,-0.253136865472651,215131
-0.235029223714949,-0.318330518719096,2152442
0.0424313965506224,0.690058090686523,2157529
-0.101188754081914,0.237170267969232,2158101
0.509205667402307,1.38253142192422,2158329
-0.370538202769597,-1.76934690211895,2168082
-0.288913188832859,-0.802808869140081,2172217
-0.167802871517126,-0.0709557613156427,2176530
-0.0996400847555224,-0.203614198012397,2176784
-0.153822575052705,-0.350632784110556,2181724
-0.139976127337222,-0.397167319452506,2183291
0.145976627130375,0.379899931847497,2183356
-0.356462734500082,-1.63286201786591,2185290
-0.0745586324917486,0.0848138424666435,2186951
0.0199681100635768,0.505878209952149,2196212
-0.134460962428625,0.0299240595757037,2199403
-0.302486794056028,-0.881361294113328,2200416
-0.14532205976843,-0.292218585299774,2200813
-0.0477187588028396,0.345732425270809,2205389
-0.163724811896494,0.115202227267276,2212664
-0.161689618555193,-0.462031974476897,2217034
0.080629201022132,1.0538583961998,2218615
1.22961284913072,0.686610376199052,2219842
-9.53553356105806e-05,0.0511552857524153,2224150
-0.0742353865743016,0.0697648075700962,2228399
-0.110044852780089,0.146239204056975,2228400
-0.0851525308426263,0.126592124833879,2234271
0.203524692610635,1.0051807499904,2234422
1.3208270557354,2.31320939828903,2237571
-0.0458405678290869,0.43782249783659,2244172
-0.275557523672909,-0.694328200043541,2247869
0.355816370394731,1.31603531906446,2250648
0.179533988473266,0.174466909752301,2250836
-0.26467303697725,-0.77717365499549,2267382
0.0156334194493466,0.319398256857657,2269346
0.298415931160577,1.63222487366888,2271329
0.118585575001431,0.870127434562273,2274521
0.41871002532186,1.57945981000757,2276121
0.0397413133528842,0.831637325118574,2278618
0.0455862011192439,0.318458109208683,2285214
-0.10452193980557,-0.0912796293363646,2286108
-0.178982328529863,-0.296139956764245,2293123
1.05126669329906,1.90199435929368,2294852
0.543955947840088,1.82628813772776,2294873
-0.19256777055818,-0.319151099212022,2296332
0.339075361156763,1.63534153370871,2305114
-0.0636405007116059,0.10404506400393,2305115
0.00893560795265226,0.46209979958195,2306459
-0.101011632614863,-0.264819362936664,2306893
0.145322819305682,0.968456366461495,2317120
-0.266903729252993,-0.845681469006902,2319068
-0.122451598429614,-0.0501263241290105,2321962
-0.10870159734469,-0.121559867872317,2331869
-0.154156037091218,0.0393343862909758,2336735
-0.15429227428861,-0.15724632924826,2339674
-0.221991678856006,-0.511859999953778,2340155
0.118561200269392,0.31059661909792,2340322
-0.37170426935737,-1.63830390400434,2350037
-0.151191675946628,-0.0807233809884368,2352038
13.3074480903458,7.72875978829978,2359944
-0.000650431583857503,0.49243254770144,2381907
-0.144528458422583,-0.561630876751335,2393207
-0.174461156816508,-0.405978773271486,2395415
-0.152106461123794,-0.309588396725066,2395943
-0.256282921424645,-0.925302763953394,2401405
-0.149761078701069,-0.298381063789886,2405144
0.304470089927186,1.12092600043532,2414406
0.0605096754417146,0.831175541766793,2419459
-0.243172234267356,-0.610697851459692,2425694
-0.279581183026137,-0.940054523946817,2426863
0.155924158967419,0.958964695617806,2430773
-0.105542894260804,0.0163780114574536,2439458
0.161126844234383,0.343714052362022,2443354
-0.0404116611182069,0.0743274040699842,2445526
-0.080121267103768,0.357768722410671,2448298
-0.00656177619257611,0.552035580220612,2453577
-0.0181622304451874,0.443451303842198,2474709
0.363366642225369,1.71361857157986,2480056
-0.28906969407568,-1.21303847869741,2480330
-0.134376036731824,0.0098914416942199,2487135
-0.0122496095192035,0.104908105291946,2488660
-0.152091402281389,-0.183239326616673,2490180
-0.163851631598745,-0.453472227180074,2493534
0.288950683600049,1.35504287710607,2498991
-0.00968806474880545,0.224202419524326,2500377
-0.235231241795554,-0.248475063696002,2504802
0.0757805643977504,0.512016397695214,2510402
0.0676069106494512,0.573979957097147,2520618
-0.0142904463278683,0.310940302243396,2559453
-0.336271911735478,-1.11763231501666,277752
-0.287063027841992,-0.803277613448599,308862
-0.0916092737949944,-0.464612525757308,58325
0.00617366854525414,0.148070019089982,92173
1.871678373423,2.61223118498596,923666
-0.132459170757807,0.0712118004800619,965005
-0.318701940796033,-1.02654012342968,983079
