"mkm2d_ptv4_wavelet.HHL_glcm_ClusterProminence_245","sub"
-0.29714636106892,1085983
0.210292281242707,1125173
-0.325303247404175,1154608
0.164632745801617,1181124
-0.161439245918321,1183075
-0.33654502059084,1232870
-0.300560336455964,1279943
-0.0920147850904893,1329352
-0.294572610983055,1330263
-0.251461293829986,1364384
-0.28650349188115,1386095
0.752362726566439,1458656
-0.302810466077536,1485662
-0.181600481688152,1497807
0.381545010653007,1501387
-0.294151827822531,1518948
-0.194671717999041,1526417
0.69097920179105,1565177
-0.34776004044585,1606693
-0.239186534248696,1612262
-0.0963500776837631,1614566
-0.345755930026064,1644034
-0.201768048213718,1668599
0.10098509036013,1671370
0.0916074080539753,1684230
-0.294159326544495,1692385
-0.17343083731114,1720713
-0.338251637576987,1738800
-0.193919876795938,1740845
-0.264369761094626,1742294
1.58893731557043,1767700
-0.269236951033397,1768972
-0.188998692127313,1889409
-0.36557534497517,1915938
-0.340970760108081,1916742
-0.362313035818913,1919296
-0.335712653729507,1926770
-0.240043488792025,1938156
-0.351133720197676,1938561
-0.357984940354168,1966316
-0.234717072815443,1967281
-0.351353345347538,1973544
-0.173986704765009,1975401
-0.329978568172149,1976407
-0.132770477022023,1978972
-0.354883083420992,1979045
-0.367499589532031,1979422
-0.335939067337573,1980052
0.127658421171836,2001182
6.92063652377114,2002465
-0.359735443295179,2004451
-0.32052048114452,2006164
-0.231324738508035,2007309
-0.36233310687595,2009915
-0.116956774271523,2010259
-0.157256538262811,2010554
-0.196732606624976,2026671
0.185153470469693,2033049
-0.342167627787944,2034136
-0.335146826126096,2040495
-0.171870636229061,2047354
-0.32521023854755,2051378
-0.361103196403129,2055667
-0.341101881537632,2057358
-0.326877410447156,2059713
0.0737905283408736,2069079
-0.313144363120509,2070958
-0.289090999054452,2072215
-0.330002178891691,2075832
-0.29413027222104,2075846
0.506679978941466,2076301
-0.281577693892757,2078198
2.96413239297272,2078899
-0.133602568311909,2085349
0.0935964688877487,2086044
-0.344817705789258,2091555
-0.35724188747225,2092954
-0.0531275495097245,2096627
0.181508532200825,2100050
-0.0872787782937166,2108003
-0.277300095885033,2109902
-0.347118536442527,2110540
-0.100460282275401,2116787
0.199530916640079,2119177
-0.0526746388748129,2131601
0.122708044604951,2132424
-0.323112863307642,2132982
-0.309252332480746,2133204
-0.062965867524742,2133380
0.0544113180952278,2134220
0.312372791779623,2135748
3.62556496843091,2137799
-0.337985601488578,2138375
0.10478389344065,2138678
0.648611115827796,2139733
-0.287912636904859,2141116
9.39774108040567,2144796
-0.120802777275218,2145166
-0.322402325374745,2145694
0.143228883065319,2146138
-0.229879010924857,2151024
-0.342605481458552,215131
-0.236933266325556,2152442
-0.186463453328577,2157529
-0.181588776490287,2158101
-0.105021832597943,2158329
-0.358829160012001,2168082
-0.353805848042132,2172217
-0.173808339938848,2176530
-0.230788402646881,2176784
0.745176917263882,2181724
-0.219692937879886,2183291
-0.134585216518044,2183356
-0.325070391088927,2185290
0.209708000157073,2186951
-0.294960302049876,2196212
-0.088199807838383,2199403
-0.0752414045841654,2200416
-0.357216048792713,2200813
-0.247006603711639,2205389
-0.192102356503333,2212664
-0.351934647160437,2217034
-0.113348241454543,2218615
-0.367640382225431,2219842
-0.304534755151327,2224150
-0.335858412425266,2228399
-0.300502596911136,2228400
3.51572037518243,2234271
2.24502102896784,2234422
-0.221273038891082,2237571
-0.0286359023860233,2244172
-0.208034778746581,2247869
-0.137829113380266,2250648
-0.284800543961204,2250836
-0.316266440216453,2267382
1.10190594094871,2269346
1.43399391451706,2271329
-0.326898297372255,2274521
-0.259706955250725,2276121
-0.16091346435874,2278618
0.0407265510180568,2285214
-0.350362085206357,2286108
-0.268722553865583,2293123
0.338988917584522,2294852
-0.0970506705653951,2294873
-0.33461636558404,2296332
-0.279869427552651,2305114
-0.124463380847601,2305115
-0.342533520049862,2306459
-0.0223598329708047,2306893
-0.185614463062452,2317120
-0.356567258727874,2319068
-0.0410607113855308,2321962
-0.24391258284598,2331869
-0.357435063904388,2336735
-0.208108338642577,2339674
-0.346383859143892,2340155
0.150428143564859,2340322
-0.26045867618966,2350037
-0.21186272325462,2352038
0.380815510065872,2359944
-0.321262578465259,2381907
0.151580334840869,2393207
-0.282222875391811,2395415
-0.296401048979744,2395943
-0.30052177562572,2401405
-0.279053030769697,2405144
-0.0749024681333201,2414406
-0.319986886172796,2419459
-0.33044570129041,2425694
-0.344637611262239,2426863
-0.248123529107912,2430773
-0.309315545461933,2439458
-0.311660524550429,2443354
-0.286858745119435,2445526
-0.316484065331994,2448298
-0.123172705339971,2453577
-0.149619165549546,2474709
-0.182522446018235,2480056
-0.0995817591497779,2480330
-0.260860216786224,2487135
-0.341967502718906,2488660
-0.285733092347306,2490180
-0.209546980521105,2493534
-0.191979412868469,2498991
-0.124597144643232,2500377
-0.194938221614779,2504802
-0.142548083862065,2510402
-0.0353998564875098,2520618
-0.154928813753025,2559453
-0.32360743795116,277752
-0.337891304761941,308862
-0.34458575352423,58325
0.120499087902636,92173
-0.265152310899412,923666
-0.00324826888325695,965005
-0.319731330579871,983079
