"mkm9d_ctvper_lbp.3D.m2_firstorder_Range_234","mkm9d_ctvper_lbp.3D.m2_firstorder_Maximum_229","sub"
-0.182546107862989,-0.424194406463498,1085983
0.130360886376563,0.100882075003919,1125173
-0.739006343556052,-1.35796766181795,1154608
-0.101686503841097,-0.288507198589328,1181124
-2.0570139823314,-3.56966259435602,1183075
0.0887643534628788,0.031080627463121,1232870
0.383905567364985,0.526345076595563,1279943
0.529468230462898,0.77060785237093,1329352
-0.0741679511289335,-0.242329436189692,1330263
-2.04600573919716,-3.5511901099486,1364384
-0.49311447459557,-0.945346532370224,1386095
0.529468230462898,0.77060785237093,1458656
0.529468230462898,0.77060785237093,1485662
0.691447861395228,1.04241927316079,1497807
-0.0688160964813055,-0.233348706901326,1501387
-5.83221633200023,-1.3876387387835,1518948
0.190080050449046,0.201094371707484,1526417
-0.326815294979571,-0.666286652881439,1565177
0.529468230462898,0.77060785237093,1606693
0.372943147396548,0.507949486176168,1612262
-0.16336145830242,-0.392001427479663,1614566
-0.244140710215005,-0.527553799752167,1644034
0.549471569909887,0.804174641505665,1668599
0.529468230462898,0.77060785237093,1671370
0.529468230462898,0.77060785237093,1684230
-0.23707574147463,-0.515698363484631,1692385
0.529468230462898,0.77060785237093,1720713
0.529468230462898,0.77060785237093,1738800
0.874717449243284,1.3499565034522,1740845
-0.244140710215005,-0.527553799752167,1742294
-0.326815294979571,-0.666286652881439,1767700
-0.15732845526493,-0.381877690823325,1768972
0.181135828988457,0.18608543799731,1889409
-0.326815294979571,-0.666286652881439,1915938
0.529468230462898,0.77060785237093,1916742
-0.56765026871101,-1.07042201242662,1919296
-0.49311447459557,-0.945346532370224,1926770
0.290079887868893,0.3689000256122,1938156
-0.0741679511289335,-0.242329436189692,1938561
0.444771821136311,0.628482257798627,1966316
-0.70655531210917,-1.30351290776706,1967281
-0.56765026871101,-1.07042201242662,1973544
0.529468230462898,0.77060785237093,1975401
-1.07638084190611,-1.9241020653042,1976407
0.215950224457564,0.24450605694755,1978972
0.130360886376563,0.100882075003919,1979045
0.708142223377679,1.07043340199608,1979422
-0.0741679511289335,-0.242329436189692,1980052
0.338029634604055,0.449362542482876,2001182
0.529468230462898,0.77060785237093,2002465
-1.97301038655881,-3.42869958198847,2004451
0.529468230462898,0.77060785237093,2006164
-0.65867314459367,-1.22316379283221,2007309
-0.601981499312364,-1.12803185209292,2009915
0.529468230462898,0.77060785237093,2010259
-0.244140710215005,-0.527553799752167,2010554
-0.676501696944731,-1.25308116032636,2026671
-0.0964360861525989,-0.279696686530271,2033049
0.549471569909887,0.804174641505665,2034136
0.151719721058592,0.136723465479512,2040495
-0.0744128185671773,-0.242740338263682,2047354
-0.0217055334651058,-0.15429439004717,2051378
-0.359074200193447,-0.720419007726552,2055667
-0.56765026871101,-1.07042201242662,2057358
0.3157193009208,0.411924480290508,2059713
0.404728509292992,0.561287207269026,2069079
0.529468230462898,0.77060785237093,2070958
-0.0792527554924346,-0.25086203927396,2072215
0.529468230462898,0.77060785237093,2075832
0.401002216291109,0.55503426676477,2075846
-0.02651082037864,-0.162357946284166,2076301
-0.190079521898879,-0.436835921700367,2078198
0.529468230462898,0.77060785237093,2078899
0.529468230462898,0.77060785237093,2085349
-0.15732845526493,-0.381877690823325,2086044
0.882514097947863,1.36303974206432,2091555
0.529468230462898,0.77060785237093,2092954
-0.292615296214309,-0.608897028013848,2096627
0.529468230462898,0.77060785237093,2100050
-0.431652275718948,-0.842209319960453,2108003
0.529468230462898,0.77060785237093,2109902
0.414056370987211,0.576939912028528,2110540
-0.0200788187503324,-0.151564666344892,2116787
0.529468230462898,0.77060785237093,2119177
0.529468230462898,0.77060785237093,2131601
0.436264500560148,0.614206469666427,2132424
0.135848811195741,0.110091138104649,2132982
0.529468230462898,0.77060785237093,2133204
0.0176154125051288,-0.0883115122652346,2133380
0.957149994794141,1.48828320043587,2134220
0.710952995085591,1.07515004350863,2135748
-0.432832540276478,-0.84418987383901,2137799
-0.784671440429902,-1.43459640081646,2138375
0.529468230462898,0.77060785237093,2138678
0.529468230462898,0.77060785237093,2139733
-0.0488019681795217,-0.199763813428818,2141116
0.529468230462898,0.77060785237093,2144796
-0.542113201401703,-1.02756929997014,2145166
0.221237958775208,0.253379188521968,2145694
0.577456743819176,0.851135421929428,2146138
-0.565379618660987,-1.06661172706752,2151024
-0.19134287316421,-0.438955899998933,215131
-1.09097040535324,-1.94858421745162,2152442
-0.227565092703518,-0.499738931176817,2157529
0.0505313182364252,-0.0330766716132846,2158101
-0.549419528208046,-1.039829749377,2158329
-9.62981350829944,-1.57367612423815,2168082
0.414056370987218,0.57693991202854,2172217
-0.979808800002391,-1.76204845543152,2176530
0.657445951081879,0.985362052455667,2176784
-0.56765026871101,-1.07042201242662,2181724
0.313802631139959,0.408708194802531,2183291
0.0813537788982942,0.0186452441394582,2183356
0.636667493381508,0.950494568952636,2185290
-0.133413013666587,-0.341746162419124,2186951
0.529468230462898,0.77060785237093,2196212
0.318558352077509,0.416688576394187,2199403
0.529468230462898,0.77060785237093,2200416
0.529468230462898,0.77060785237093,2200813
-0.157328455264923,-0.381877690823313,2205389
-1.06181753531771,-1.89966397372189,2212664
0.195498035763985,0.21018607217498,2217034
-1.63988604737951,-2.86969719748596,2218615
0.799851012589874,1.22432618562082,2219842
-0.370566457730368,-0.739703696987874,2224150
-0.769841443068399,-1.40971078631086,2228399
0.130360886376563,0.100882075003919,2228400
0.529468230462898,0.77060785237093,2234271
0.529468230462898,0.77060785237093,2234422
-0.326815294979571,-0.666286652881439,2237571
-0.247613344586175,-0.53338108604044,2244172
-0.557219238160524,-1.05291812494453,2247869
-1.42042633904075,-2.50143080012264,2250648
-0.196354198144221,-0.447365200322784,2250836
0.529468230462898,0.77060785237093,2267382
0.51746064527423,0.750458412767929,2269346
0.15831407234105,0.147789177760466,2271329
-0.164286792052372,-0.393554192354058,2274521
-0.0866361476288984,-0.263251808872208,2276121
0.528170815206042,0.768430712675706,2278618
0.529468230462898,0.77060785237093,2285214
0.529468230462898,0.77060785237093,2286108
-0.0741679511289335,-0.242329436189692,2293123
-0.26595586554838,-0.564160923325584,2294852
-0.744621274578835,-1.36738984885564,2294873
0.529468230462898,0.77060785237093,2296332
0.529468230462898,0.77060785237093,2305114
0.233027547610427,0.273162817323838,2305115
-0.450448394603745,-0.873750321443204,2306459
0.404728509292992,0.561287207269026,2306893
0.549471569909887,0.804174641505665,2317120
1.62530279559417,2.6094831997497,2319068
-0.958825250348894,-1.72683681547591,2321962
0.765784747832407,1.16716097434436,2331869
-0.288668003452509,-0.602273236814406,2336735
0.529468230462898,0.77060785237093,2339674
-0.788057161873235,-1.44027784206073,2340155
-0.15732845526493,-0.381877690823325,2340322
0.529468230462898,0.77060785237093,2350037
0.46046086765737,0.654809407707425,2352038
0.107108165093786,0.0618626305668423,2359944
0.348353495484602,0.466686592907159,2381907
0.529468230462898,0.77060785237093,2393207
0.529468230462898,0.77060785237093,2395415
-0.114842378234041,-0.310583535533034,2395943
0.107108165093786,0.0618626305668423,2401405
0.25661681048375,0.312746998495741,2405144
0.529468230462898,0.77060785237093,2414406
-2.00600397105734,-3.48406477221565,2419459
0.529468230462898,0.77060785237093,2425694
0.649303858475953,0.971699138503578,2426863
0.130360886376563,0.100882075003919,2430773
-1.00737682441041,-1.80830923426885,2439458
0.529468230462898,0.77060785237093,2443354
0.529468230462898,0.77060785237093,2445526
-0.546607467347397,-1.03511094458975,2448298
0.529468230462898,0.77060785237093,2453577
0.529468230462898,0.77060785237093,2474709
0.365854673978381,0.496054607666239,2480056
0.577456743819176,0.851135421929428,2480330
0.383905567364992,0.526345076595575,2487135
0.529468230462898,0.77060785237093,2488660
0.151886552875166,0.137003419155385,2490180
1.04749722837485,1.63989121301535,2493534
0.448985357461905,0.635552821477636,2498991
0.516690889358735,0.749166716720421,2500377
0.529468230462898,0.77060785237093,2504802
0.168254295476079,0.164469461310621,2510402
0.529468230462898,0.77060785237093,2520618
0.317817664430293,0.415445658623647,2559453
-0.77388447711472,-1.41649523706005,277752
0.408194831651633,0.567103901626178,308862
0.0767128479679384,0.0108574869831609,58325
0.51746064527423,0.750458412767929,92173
0.227495217697792,0.263879239844519,923666
0.683996458813951,1.02991537800536,965005
0.529468230462898,0.77060785237093,983079
