"mkm8d_ptv4_wavelet.HHL_glcm_Imc2_247","sub"
0.523708701192518,1085983
0.230908656684418,1125173
-0.53696899451436,1154608
0.926271978992697,1181124
0.787739446910348,1183075
-0.0704232233803813,1232870
-0.07903648244203,1279943
1.02630340726828,1329352
-0.246417996061315,1330263
1.75217677787567,1364384
0.0348056703099653,1386095
0.624260630136038,1458656
-0.670330737033669,1485662
-0.0586829939653508,1497807
0.382437625980534,1501387
0.129010620304064,1518948
0.399991324089219,1526417
1.08983107643965,1565177
-0.72796220474062,1606693
-0.431425181364085,1612262
0.421459081255467,1614566
-0.785594436794444,1644034
0.770563088621163,1668599
0.954586766416725,1671370
0.692888087804875,1684230
-0.408260508702536,1692385
-0.376448627571615,1720713
-0.290009506738251,1738800
-0.72910347314144,1740845
0.0850118358082456,1742294
2.77394564985875,1767700
0.409346014859588,1768972
-0.225519211226356,1889409
-1.35497286586877,1915938
-0.996316860247302,1916742
-0.729396327879038,1919296
-0.108439442295493,1926770
0.127663753187797,1938156
-0.977983949317076,1938561
-1.36385420725508,1966316
0.235662524072651,1967281
-0.355181578276338,1973544
0.842192556607881,1975401
-0.583565686434414,1976407
0.880410531717374,1978972
-1.41769647504697,1979045
-1.74277885243543,1979422
0.55194981939631,1980052
0.511740367865665,2001182
3.67991413207001,2002465
-1.71427644736277,2004451
0.0219002654934281,2006164
-0.402325064279699,2007309
-1.05166418851177,2009915
-0.348486034822773,2010259
0.283811821342777,2010554
-0.13092262844311,2026671
1.12741600938361,2033049
-1.3837694237728,2034136
-0.436356462220953,2040495
1.19253653235592,2047354
-0.923284554485762,2051378
-1.6291753227849,2055667
-0.970125749836584,2057358
-0.535562686359226,2059713
0.897011662899289,2069079
-0.101222624910626,2070958
-0.0927749525013766,2072215
-0.099586203077073,2075832
-1.39847816399229,2075846
1.47741709417492,2076301
-0.420389237725419,2078198
0.815982227931033,2078899
0.255334129205871,2085349
0.435831516200666,2086044
-0.972553097007172,2091555
-1.3463237618132,2092954
0.982825907742161,2096627
1.93102760986448,2100050
0.768145220581054,2108003
-0.644206360898492,2109902
-1.50364425878028,2110540
0.571200281970854,2116787
-0.148454444584897,2119177
0.937669223155223,2131601
1.63144422121976,2132424
-0.340204054538368,2132982
-0.725934240282372,2133204
1.36708269955179,2133380
1.24406846712124,2134220
0.876270910698666,2135748
1.91183682299419,2137799
-0.460416508053328,2138375
0.244619649304445,2138678
0.585256054550109,2139733
-1.06278999202457,2141116
3.1651659333437,2144796
1.82478051807031,2145166
-0.542363181301159,2145694
1.27986803008577,2146138
0.279137210242669,2151024
-0.977941394321918,215131
1.62134795029995,2152442
0.571495569538757,2157529
0.409866442464231,2158101
0.671661056115327,2158329
-0.839219451528116,2168082
-1.12175849652372,2172217
0.484727870854638,2176530
1.34322505453831,2176784
2.0121655846358,2181724
-0.533190335859484,2183291
0.213747334081643,2183356
-0.429488835662926,2185290
1.14866916176301,2186951
-1.84782666569443,2196212
1.37374708078224,2199403
1.8564042069741,2200416
-1.30439392088012,2200813
0.346092696996539,2205389
0.23318508295418,2212664
-1.42784058214015,2217034
1.38079324493247,2218615
-1.99716585856531,2219842
-0.435666270161075,2224150
-0.298294040328693,2228399
-0.684543771246274,2228400
1.35330722920347,2234271
1.45278565708376,2234422
-0.192306247086297,2237571
0.556143236671328,2244172
0.648633760582163,2247869
1.16448830821675,2250648
-0.577010712600903,2250836
-0.0289948619716472,2267382
1.57425205293755,2269346
1.38733262277668,2271329
-0.964234496986133,2274521
-0.464690288556879,2276121
0.405865267873884,2278618
-0.267150380910736,2285214
-1.93655171315057,2286108
0.0102495983785162,2293123
0.621648734665232,2294852
0.752239485208709,2294873
-0.856435699384712,2296332
-0.796497263172168,2305114
-0.453227587020459,2305115
-0.661082259235644,2306459
1.23250964066765,2306893
-0.612383068269774,2317120
-2.18947595715813,2319068
-0.301276744775204,2321962
-0.409328822176705,2331869
-1.61752707625693,2336735
-0.358296914095622,2339674
-1.35048839374382,2340155
0.614581524296651,2340322
-0.131586320522787,2350037
-0.27227163540019,2352038
1.08970198974323,2359944
-0.773759192002259,2381907
0.0457776772268354,2393207
-1.0690245406462,2395415
-0.277028145296531,2395943
-0.53775308990427,2401405
-0.584028175757682,2405144
-0.414882582330464,2414406
-0.405421160784654,2419459
-0.0830946618564891,2425694
-1.62593773163664,2426863
0.291050138197057,2430773
0.0662700231893823,2439458
-0.685579944945654,2443354
-0.897759314497577,2445526
-0.668345436180935,2448298
-0.531156723886269,2453577
0.277405216077467,2474709
1.02385951911393,2480056
0.595390552539981,2480330
-0.966547959201022,2487135
-1.62285617619649,2488660
-0.81625703235681,2490180
-1.17588108426773,2493534
-0.657308476740861,2498991
0.46185523923848,2500377
0.25676877233652,2504802
-0.135777462852495,2510402
0.0128867097301817,2520618
-0.564848557720894,2559453
0.661871318232321,277752
-1.39228006827034,308862
-1.15073495327218,58325
1.07069411429392,92173
-0.927803277390968,923666
0.31233051038938,965005
0.394423899474174,983079
