"mkm10d_ctvper_wavelet.LHH_glcm_ClusterShade_231","sub"
-0.17529465818694,1085983
-0.133954660035963,1125173
-0.101042444652777,1154608
-0.0286831737325161,1181124
-0.157137628520436,1183075
-0.205709809595507,1232870
0.0863497982056634,1279943
-0.0275118865892733,1329352
-0.0801765272870097,1330263
-0.394013089164526,1364384
-0.287236063612554,1386095
-0.0836579353126829,1458656
-0.19505003388157,1485662
-0.0779530146695336,1497807
-0.11933493608166,1501387
0.102976879915696,1518948
-0.197565125692,1526417
-0.361551690117788,1565177
0.244529744797904,1606693
-0.1948548071145,1612262
1.60539350120401,1614566
-0.223028324940232,1644034
-0.218153121202639,1668599
-0.105243133348977,1671370
0.200525345321869,1684230
-0.173698772553284,1692385
-0.185080925122327,1720713
-0.170736172820478,1738800
-0.154642094880136,1740845
-0.107081952355767,1742294
-0.147796983437191,1767700
0.478296411412098,1768972
0.711954276151564,1889409
-0.162527844998864,1915938
-0.126931643336088,1916742
-0.036960739262555,1919296
0.325317974941558,1926770
0.29557624244045,1938156
-0.187209088289031,1938561
-0.236135982538813,1966316
-0.142314265252735,1967281
1.86996303757054,1973544
-0.268710086228728,1975401
-0.24350877409162,1976407
-0.220133492381474,1978972
-0.252345494607077,1979045
-0.188349382691568,1979422
0.152322377909555,1980052
0.770731120552162,2001182
-0.202459724087109,2002465
-0.312923556077194,2004451
-0.13477361891351,2006164
-0.266969360391373,2007309
-0.190726142579367,2009915
-0.0893412103317306,2010259
0.338163369339036,2010554
-0.0880973113615072,2026671
-0.226259717994225,2033049
0.0445397635793608,2034136
-0.167066761206705,2040495
11.801577756629,2047354
-0.193462141349581,2051378
-0.146688399283716,2055667
-0.15427788196114,2057358
-0.213318208012983,2059713
-0.224796501575197,2069079
1.33283084563929,2070958
-0.126407158818039,2072215
-0.202618412267118,2075832
-0.148196214142182,2075846
-0.171378663181757,2076301
0.540100972479952,2078198
0.0471712747289999,2078899
-0.0321900378392359,2085349
-0.396457834307394,2086044
-0.182287639856475,2091555
-0.148764899686303,2092954
-0.0424846534862884,2096627
-0.450081586311857,2100050
-0.177261911326946,2108003
-0.161133071422584,2109902
-0.0685954755059391,2110540
-0.249210948798105,2116787
0.195783857064672,2119177
0.484117093241532,2131601
-0.0959230019580492,2132424
-0.174736642347899,2132982
-0.0650267865379752,2133204
0.490287165833752,2133380
-0.295301098396063,2134220
-0.0354602135864089,2135748
-0.234118745101109,2137799
0.0589990991209621,2138375
-0.222350821911017,2138678
-0.0960516226025825,2139733
0.133082038258714,2141116
-0.247964047117563,2144796
-0.117762137386118,2145166
-0.23272565347564,2145694
-0.135616594503653,2146138
-0.178385803384544,2151024
-0.18340942897587,215131
-0.00909282651361295,2152442
-0.0298728365870677,2157529
-0.242517475755303,2158101
3.23004002334086,2158329
-0.207655479797656,2168082
0.13320852818188,2172217
0.211092028570018,2176530
-3.81988776622221,2176784
-0.0997011367989602,2181724
0.03573436246119,2183291
-0.102052969253368,2183356
-0.184878815912624,2185290
-0.166219191728852,2186951
0.00394985819777841,2196212
0.563414943782236,2199403
-0.291664537225309,2200416
-0.19029015997817,2200813
0.614537024874502,2205389
-0.0611747379242968,2212664
-0.151117733263441,2217034
0.336346024824883,2218615
-0.986264360465414,2219842
-0.317833507760569,2224150
-0.167486089368908,2228399
-0.0551175391113542,2228400
-0.161885111500587,2234271
0.00349053068496488,2234422
-2.39218853832665,2237571
0.179116800978043,2244172
-0.15417188133989,2247869
-0.160328946455834,2250648
-0.238294642827657,2250836
-0.172741896324526,2267382
0.0799395277268973,2269346
0.337198146610172,2271329
0.0803487012944957,2274521
0.130073128473607,2276121
-0.222177261310817,2278618
-0.26577346299471,2285214
-0.180469463474321,2286108
-0.142900714028857,2293123
-0.283286832595134,2294852
-0.0499417534877753,2294873
-0.114345527496226,2296332
-0.139239967966264,2305114
-0.0895754362131862,2305115
-0.210654875877746,2306459
-0.0852388852424891,2306893
0.214094951928301,2317120
-0.217647457231474,2319068
-0.107914914547116,2321962
-0.172259004715876,2331869
-0.0793003222671718,2336735
0.001462023812571,2339674
-0.0894585781252893,2340155
-0.230124345428062,2340322
-0.196784794970077,2350037
-0.184795081847355,2352038
-0.513255245867419,2359944
-0.0179755331373505,2381907
-0.239222718547571,2393207
-0.0813810721612562,2395415
-0.0845089192706205,2395943
-0.126972879485874,2401405
-0.146380011100986,2405144
0.512299662572057,2414406
-0.064118466732689,2419459
-0.192109571425794,2425694
-0.179041331304774,2426863
0.216545139141538,2430773
-0.149485974579701,2439458
-0.245805879911103,2443354
-0.150454796953373,2445526
-0.155641902306413,2448298
-0.22421796793072,2453577
-0.229410583318971,2474709
-0.0862431203818864,2480056
0.0726411367940481,2480330
-0.225334825788942,2487135
-0.149961224266972,2488660
-0.155641361136881,2490180
-0.165322968417794,2493534
-0.199226803399478,2498991
-0.196873069577003,2500377
-0.0930659919783667,2504802
0.107537880036591,2510402
-0.127047789090702,2520618
-0.171780430678533,2559453
-0.293824218540815,277752
-0.629311824687093,308862
2.68375271688197,58325
0.166830106711782,92173
0.512213909297894,923666
-0.117827877060384,965005
-0.0463084862680491,983079
