"mkm10d_gtvper_original_shape_Elongation_248","mkm10d_gtvper_wavelet.HHL_glcm_ClusterShade_226","sub"
1.02769013153375,-0.0775861378529751,1085983
0.903315011727641,-0.599619376336484,1125173
-1.09125817683295,-0.0910048273180805,1154608
0.128547106063381,-0.501300008425524,1181124
1.3884677017123,-0.218636164794478,1183075
-0.515882743954256,-0.20744713743567,1232870
0.0607759317154871,-0.176531728625998,1279943
-0.201139121923733,-0.327983359796343,1329352
0.300674203552877,-0.170072982701662,1330263
-0.778798785706111,-0.0576405375868186,1364384
0.550834506291019,-0.28467334857651,1386095
-0.929661778444626,-0.551202710503003,1458656
0.705670136509656,-0.23861301475415,1485662
0.275885909030906,-0.257231614584614,1497807
0.100023363668544,-0.352925128260414,1501387
-1.34544525662363,-0.231897853315275,1518948
1.51096136027969,-0.383057772998811,1526417
-0.131026322266124,0.710076368905805,1565177
-0.149223694264323,-0.205706125405003,1606693
-0.293846978593448,-0.1909417432883,1612262
0.92214904460807,-0.126767595151996,1614566
-0.581795491472504,-0.202341548270089,1644034
-1.66776710866579,-0.40706542826202,1668599
-0.80111345931503,-0.918001734739648,1671370
0.754346377918268,-0.125757661538706,1684230
1.24984030338684,-0.0942178041027406,1692385
-1.0246976716634,-0.079621421235415,1720713
1.5400243260392,-0.163448643211761,1738800
-1.25279275877206,-0.181070537621999,1740845
-0.453459444402201,-0.0583397070989458,1742294
-0.535854702963544,-0.428535917200813,1767700
0.559456451328435,-0.222940310267023,1768972
0.221649289100178,-0.0170143893036714,1889409
-0.311505158853065,-0.122278104500676,1915938
0.0583169583995714,-0.18081545955627,1916742
1.72662786975157,-0.167963355322395,1919296
1.60280737715455,-0.18039610148525,1926770
-0.439751588795574,-0.11978673623451,1938156
0.302496441599299,-0.162053730987208,1938561
-0.318568089246165,-0.170760374079352,1966316
-0.690529219166993,-0.178603440544499,1967281
-0.144524629863961,-0.11402454847528,1973544
0.455393621929341,-0.120764449486298,1975401
1.15323283817663,-0.22224992048789,1976407
0.723648645318114,-0.115046215009356,1978972
0.688877247703935,-0.114129439408356,1980052
-2.9864263821688,-0.14531020468728,2001182
0.261628342733366,-8.30041279614357,2002465
0.510966742080502,0.0699735566666626,2004451
0.96870166927464,-0.254140066862218,2006164
1.31920141703189,-0.321039359392468,2007309
-0.781552064834679,-0.197298801748715,2009915
-0.135162141434392,-0.260714223777089,2010259
-0.275691260879174,1.32487848193433,2010554
0.926350145224189,0.274395037443954,2026671
-1.1870278728144,-0.0201282442876793,2033049
-1.60661375823954,-0.131177559902798,2034136
0.148960976948125,0.169942299277032,2040495
0.803886159567286,0.873931796875356,2047354
0.34290483858058,-0.248127547222044,2051378
-0.122418874731402,-0.165290694154064,2055667
-1.49914299538566,-0.13019439227396,2057358
0.648518761459635,-0.14032257181934,2059713
-1.21274849309538,0.188739112285596,2069079
0.150743403962046,-0.21471298020662,2070958
0.43957837880919,-0.210528459157659,2072215
-0.129049823230562,-0.264665798162494,2075832
1.2456172226797,-0.140990805619482,2075846
