"mkm6d_gtv_wavelet.LHL_firstorder_Kurtosis_227","sub"
-0.68774821337799,1085983
-0.522284932512212,1125173
-0.47497062004243,1154608
-0.288901731098611,1181124
-0.592213469461081,1183075
-0.757448887337922,1232870
-0.566743316197278,1279943
-0.675842363071737,1329352
-0.636780103659339,1330263
-0.795375315743482,1364384
-0.26709086046265,1386095
1.8488784425765,1458656
-0.700142572025021,1485662
-0.658199918541129,1497807
-0.420674861344802,1501387
-0.600738325172599,1518948
-0.680369285543629,1526417
-0.075116354529326,1565177
-0.192927208607302,1606693
-0.432973667123039,1612262
-0.145367837863245,1614566
-0.131134452932912,1644034
-0.542018537465395,1668599
-0.728939846697125,1671370
-0.52504935855364,1684230
-0.375780730809148,1692385
0.0794387801615545,1720713
0.56176663327527,1738800
0.666393654798869,1740845
-0.603358938510847,1742294
-0.425457809473478,1767700
-0.0424117493444127,1768972
0.237010387966215,1889409
-0.719586750109109,1915938
-0.521945732796968,1916742
-0.676756197081559,1919296
-0.742411323129659,1926770
1.54668954899048,1938156
-0.571359360314023,1938561
-0.231659515646657,1966316
-0.439665680930294,1967281
-0.760322687728024,1973544
-0.634974195076741,1975401
-0.556427814866457,1976407
-0.478613315822337,1978972
0.180823283880941,1979045
-0.30659889866958,1979422
-0.568206010582637,1980052
2.00080427794117,2001182
-0.586204587748866,2002465
-0.703814400855833,2004451
-0.0681963985625634,2006164
-0.563886963766258,2007309
-0.41120187545589,2009915
-0.154013598459995,2010259
0.330603397546413,2010554
0.719675194607061,2026671
-0.54404756153382,2033049
0.560352762863475,2034136
-0.610924325829397,2040495
-0.693935278807768,2047354
-0.567867481464922,2051378
-0.200151209632868,2055667
0.0293704875771774,2057358
-0.305129192231402,2059713
0.3605506299781,2069079
-0.36445063166547,2070958
-0.383846237428203,2072215
-0.324968859396973,2075832
-0.492826555507169,2075846
-0.747785419145681,2076301
0.749659677579604,2078198
-0.587064690861643,2078899
-0.370642490982318,2085349
1.1600711823917,2086044
-0.70293018166901,2091555
-0.63079144392193,2092954
0.607559897666947,2096627
-0.552476744255738,2100050
-0.431163866817791,2108003
-0.62310324843426,2109902
0.151113547043102,2110540
-0.704546280511346,2116787
3.6834226155204,2119177
0.244412004387014,2131601
-0.638571227929336,2132424
0.284637110964716,2132982
-0.217386996460055,2133204
-0.684998891865831,2133380
0.154450550248069,2134220
2.21367100762415,2135748
-0.552244570567203,2137799
-0.321515673602501,2138375
0.738671198702646,2138678
-0.650802083145256,2139733
-0.592582402552092,2141116
-0.265267778194295,2144796
-0.741268297140657,2145166
-0.665894273153429,2145694
-0.394610838572655,2146138
0.0957748413185861,2151024
-0.444097193470551,215131
-0.635346389845283,2152442
-0.380628156167257,2157529
-0.686743080169905,2158101
-0.57414608355903,2158329
-0.756818312069859,2168082
-0.735657768563135,2172217
0.55127186464967,2176530
-0.512602891812835,2176784
-0.478102012226853,2181724
0.983717637890258,2183291
-0.36386987411483,2183356
-0.704905766065758,2185290
2.89131439831758,2186951
-0.356529388771483,2196212
-0.502218186072631,2199403
-0.463305770205286,2200416
-0.249629053656317,2200813
-0.562424813357633,2205389
-0.514673591464271,2212664
0.292592196932193,2217034
-0.653941134587889,2218615
-0.486029774051839,2219842
1.67009105877254,2224150
-0.0819662643901209,2228399
-0.382438665726603,2228400
-0.462798557999435,2234271
-0.53362860524168,2234422
-0.54672484961643,2237571
-0.320330035088922,2244172
-0.508572345497219,2247869
-0.749653804797121,2250648
-0.575875663689653,2250836
0.120600135455717,2267382
0.00390254414769947,2269346
-0.538416216810842,2271329
1.17809780675101,2274521
-0.251636643600333,2276121
-0.804315153762914,2278618
-0.560205364762966,2285214
-0.210095604217541,2286108
0.81163808835581,2293123
2.53397510723916,2294852
-0.66551493721051,2294873
0.113285608021013,2296332
-0.198736951811603,2305114
0.580688906369226,2305115
-0.171767384668565,2306459
1.42846297519289,2306893
0.194219548674688,2317120
-0.0848542731547468,2319068
-0.437903601776465,2321962
-0.561413529904477,2331869
-0.665140694403517,2336735
2.76586982138063,2339674
-0.540299972467092,2340155
2.15175161319131,2340322
-0.58601733315389,2350037
-0.560558559035868,2352038
-0.633168331937134,2359944
-0.294404883073893,2381907
4.82421532621173,2393207
1.90372612692981,2395415
0.683837368964786,2395943
-0.597366078691374,2401405
1.25057183752316,2405144
0.718530424267609,2414406
-0.384128406834691,2419459
-0.573247448033015,2425694
3.93735601986363,2426863
-0.725050962873757,2430773
-0.634114238896208,2439458
0.947613143280678,2443354
1.66741120197458,2445526
-0.676500376724406,2448298
0.584332511531736,2453577
-0.252857108569144,2474709
0.341477038334112,2480056
4.42423423029933,2480330
0.808904126152791,2487135
0.935781081291884,2488660
0.648689747014851,2490180
1.83906499789196,2493534
0.509387126502792,2498991
0.244867159652115,2500377
-0.659158186892198,2504802
-0.0530294595769652,2510402
2.1136341073275,2520618
3.00892274838332,2559453
-0.721462190086824,277752
-0.453643969294934,308862
-0.282656366538962,58325
-0.477575952222067,92173
-0.271301915019635,923666
-0.562094903851378,965005
-0.751840409825939,983079
