"mkm9d_ctv_lbp.3D.m2_firstorder_Maximum_249","mkm9d_ctv_lbp.3D.m2_firstorder_Range_249","sub"
-0.112983333496674,0.0116715680186705,2414406
-0.155004425953668,-0.012674074885691,2419459
-0.195733970362226,-0.0362714372065993,2425694
0.00278688426741848,0.0787450355523694,2426863
-0.195733970362226,-0.0362714372065993,2430773
-0.195733970362226,-0.0362714372065993,2439458
1.15159837668783,0.744328739439119,2443354
-0.195733970362226,-0.0362714372065993,2445526
-0.195733970362226,-0.0362714372065993,2448298
-0.137399324705257,-0.00247425657474143,2453577
-0.195733970362226,-0.0362714372065993,2474709
0.851203641542428,0.570289881223218,2480056
0.00278688426741848,0.0787450355523694,2480330
-0.195733970362226,-0.0362714372065993,2487135
2.76313295481034,1.67799902435983,2488660
-0.195733970362226,-0.0362714372065993,2490180
-0.0206278933126896,0.065179281300888,2493534
-0.195733970362226,-0.0362714372065993,2498991
-0.112983333496674,0.0116715680186705,2500377
-0.195733970362226,-0.0362714372065993,2504802
-0.195733970362226,-0.0362714372065993,2510402
0.85895849323076,0.574782787974122,2520618
-0.195733970362226,-0.0362714372065993,2559453
-0.195733970362226,-0.0362714372065993,277752
-0.195733970362226,-0.0362714372065993,308862
-0.112983333496674,0.0116715680186705,58325
0.00278688426741848,0.0787450355523694,92173
0.588149500253273,0.417884938517516,923666
0.115937475309547,0.144300777272992,965005
-0.195733970362226,-0.0362714372065993,983079
