"mkm8d_ctv_lbp.3D.m2_firstorder_Maximum_249","mkm8d_ctv_lbp.3D.m2_firstorder_Range_249","sub"
2.19050125496618,1.28838607483279,2057358
-0.0765543335101652,0.0392025687834173,2059713
-0.164806293351507,-5.01635291869731,2069079
-0.164806293351507,-0.00942565770150479,2070958
0.0469123731635242,0.107234678056338,2072215
-0.164806293351507,-0.00942565770150479,2075832
-0.164806293351507,-0.00942565770150479,2075846
-0.0765543335101652,0.0392025687834173,2076301
2.81011280514516,1.62980184451026,2078198
0.0469123731635242,0.107234678056338,2078899
-0.164806293351507,-0.00942565770150479,2085349
-0.164806293351507,-0.00942565770150479,2086044
-0.164806293351507,-0.00942565770150479,2091555
2.18423973139528,1.28493587625483,2092954
-0.164806293351507,-0.00942565770150479,2096627
-0.0765543335101652,0.0392025687834173,2100050
-0.164806293351507,-0.00942565770150479,2108003
-0.164806293351507,-0.00942565770150479,2109902
-0.164806293351507,-0.00942565770150479,2110540
-0.0765543335101652,0.0392025687834173,2116787
-0.164806293351507,-0.00942565770150479,2119177
-0.164806293351507,-0.00942565770150479,2131601
-0.164806293351507,-0.00942565770150479,2132424
0.0469123731635242,0.107234678056338,2132982
-0.0765543335101652,0.0392025687834173,2133204
0.0469123731635242,0.107234678056338,2133380
0.0469123731635242,0.107234678056338,2134220
1.76571996270586,1.05432486051269,2135748
-0.164806293351507,-0.00942565770150479,2137799
-0.164806293351507,-0.00942565770150479,2138375
-0.0765543335101652,0.0392025687834173,2138678
-0.164806293351507,-0.00942565770150479,2139733
-0.164806293351507,-0.00942565770150479,2141116
-0.164806293351507,-0.00942565770150479,2144796
-0.164806293351507,-0.00942565770150479,2145166
-0.164806293351507,-0.00942565770150479,2145694
0.0469123731635242,0.107234678056338,2146138
-0.0765543335101652,0.0392025687834173,2151024
-0.164806293351507,-0.00942565770150479,215131
-0.164806293351507,-0.00942565770150479,2152442
-0.164806293351507,-0.00942565770150479,2157529
-0.0765543335101652,0.0392025687834173,2158101
-0.0765543335101652,0.0392025687834173,2158329
-0.164806293351507,-0.00942565770150479,2168082
-0.164806293351507,-0.00942565770150479,2172217
-0.164806293351507,-0.00942565770150479,2176530
-0.164806293351507,-0.00942565770150479,2176784
-0.164806293351507,-0.00942565770150479,2181724
-0.164806293351507,-0.00942565770150479,2183291
-0.164806293351507,-0.00942565770150479,2183356
-0.164806293351507,-0.00942565770150479,2185290
-0.164806293351507,-0.00942565770150479,2186951
0.240994732955232,0.214177129710064,2196212
-0.164806293351507,-0.00942565770150479,2199403
-0.164806293351507,-0.00942565770150479,2200416
-0.164806293351507,-0.00942565770150479,2200813
-0.164806293351507,-0.00942565770150479,2205389
-0.164806293351507,-0.00942565770150479,2212664
-0.164806293351507,-0.00942565770150479,2217034
-0.164806293351507,-0.00942565770150479,2218615
0.809306764761362,0.527326052934639,2219842
0.529206225079555,0.372986222899329,2224150
-0.164806293351507,-0.00942565770150479,2228399
-0.0765543335101652,0.0392025687834173,2228400
-0.0765543335101652,0.0392025687834173,2234271
-0.0765543335101652,0.0392025687834173,2234422
-0.164806293351507,-0.00942565770150479,2237571
-0.164806293351507,-0.00942565770150479,2244172
-0.0765543335101652,0.0392025687834173,2247869
-0.164806293351507,-0.00942565770150479,2250648
-0.0765543335101652,0.0392025687834173,2250836
-0.0765543335101652,0.0392025687834173,2267382
-0.0765543335101652,0.0392025687834173,2269346
-0.0765543335101652,0.0392025687834173,2271329
-0.0765543335101652,0.0392025687834173,2274521
1.3226302446981,0.810175413869723,2276121
-0.164806293351507,-8.95880516251878,2278618
-0.0765543335101652,0.0392025687834173,2285214
2.73107427353819,1.5862503627876,2286108
-0.164806293351507,-0.00942565770150479,2293123
0.501027347303546,0.357459215305999,2294852
0.0469123731635242,0.107234678056338,2294873
-0.0765543335101652,0.0392025687834173,2296332
-0.0765543335101652,0.0392025687834173,2305114
-0.0765543335101652,0.0392025687834173,2305115
-0.164806293351507,-0.00942565770150479,2306459
0.0469123731635242,0.107234678056338,2306893
0.0469123731635242,0.107234678056338,2317120
1.35722825140145,0.829239463086554,2319068
-0.0765543335101652,0.0392025687834173,2321962
-0.164806293351507,-0.00942565770150479,2331869
2.18709098066789,1.28650695972587,2336735
-0.0745892598427239,0.0402853554720266,2339674
1.91073681291033,1.13423143990822,2340155
-0.164806293351507,-0.00942565770150479,2340322
-0.164806293351507,-0.00942565770150479,2350037
-0.164806293351507,-0.00942565770150479,2352038
1.08737780980233,0.68054759930552,2359944
0.0469123731635242,0.107234678056338,2381907
-0.164806293351507,-0.00942565770150479,2393207
-0.0765543335101652,0.0392025687834173,2395415
-0.0765543335101652,0.0392025687834173,2395943
-0.164806293351507,-0.00942565770150479,2401405
-0.0765543335101652,0.0392025687834173,2405144
-0.0765543335101652,0.0392025687834173,2414406
-0.121369018985387,0.0145089678814379,2419459
-0.164806293351507,-0.00942565770150479,2425694
0.0469123731635242,0.107234678056338,2426863
-0.164806293351507,-0.00942565770150479,2430773
-0.164806293351507,-0.00942565770150479,2439458
0.709055453125623,0.472085993717853,2443354
-0.164806293351507,-0.00942565770150479,2445526
-0.164806293351507,-0.00942565770150479,2448298
-0.164806293351507,-0.00942565770150479,2453577
-0.164806293351507,-0.00942565770150479,2474709
0.951732498154307,0.605804885961855,2480056
0.0469123731635242,0.107234678056338,2480330
-0.164806293351507,-0.00942565770150479,2487135
2.99076827316772,1.72934586631481,2488660
-0.164806293351507,-0.00942565770150479,2490180
0.133501573220233,0.154946697586281,2493534
-0.164806293351507,-0.00942565770150479,2498991
-0.164806293351507,-0.00942565770150479,2500377
-0.164806293351507,-0.00942565770150479,2504802
-0.164806293351507,-0.00942565770150479,2510402
0.960002898065381,0.610362007194286,2520618
-0.164806293351507,-0.00942565770150479,2559453
-0.164806293351507,-0.00942565770150479,277752
-0.164806293351507,-0.00942565770150479,308862
-0.0765543335101652,0.0392025687834173,58325
0.0469123731635242,0.107234678056338,92173
0.619625936163212,0.422808914624046,923666
0.167585298411196,0.173727369551138,965005
-0.164806293351507,-0.00942565770150479,983079
