"mkm8d_ctv_lbp.3D.m2_firstorder_Maximum_249","mkm8d_ctv_lbp.3D.m2_firstorder_Range_249","sub"
-0.164806293351507,-0.00942565770150479,1085983
0.0469123731635242,0.107234678056338,1125173
-0.164806293351507,-0.00942565770150479,1154608
-0.164806293351507,-0.00942565770150479,1181124
-0.164806293351507,-0.00942565770150479,1183075
-0.164806293351507,-0.00942565770150479,1232870
0.0469123731635242,0.107234678056338,1279943
-0.164806293351507,-0.00942565770150479,1329352
-0.164806293351507,-0.00942565770150479,1330263
-11.2687020152216,-8.20442911114086,1364384
-0.164806293351507,-0.00942565770150479,1386095
-0.0765543335101652,0.0392025687834173,1458656
-0.164806293351507,-0.00942565770150479,1485662
1.63087037254693,0.980020602302039,1497807
-0.0765543335101652,0.0392025687834173,1501387
-0.164806293351507,-0.00942565770150479,1518948
-0.164806293351507,-0.00942565770150479,1526417
0.0469123731635242,0.107234678056338,1565177
0.20320435386747,0.19335403278922,1606693
0.374133220418401,0.287538543256667,1612262
-0.164806293351507,-0.00942565770150479,1614566
-0.0765543335101652,0.0392025687834173,1644034
0.0469123731635242,0.107234678056338,1668599
-0.0765543335101652,0.0392025687834173,1671370
-0.164806293351507,-0.00942565770150479,1684230
-0.164806293351507,-0.00942565770150479,1692385
-0.164806293351507,-0.00942565770150479,1720713
-0.164806293351507,-0.00942565770150479,1738800
-0.0765543335101652,0.0392025687834173,1740845
-0.164806293351507,-0.00942565770150479,1742294
0.0469123731635242,0.107234678056338,1767700
-0.164806293351507,-0.00942565770150479,1768972
-0.0765543335101652,0.0392025687834173,1889409
-0.164806293351507,-0.00942565770150479,1915938
-0.00733439253663162,0.0773438516850701,1916742
-0.164806293351507,-0.00942565770150479,1919296
-0.164806293351507,-0.00942565770150479,1926770
0.527539992846728,0.372068102570442,1938156
-0.164806293351507,-0.00942565770150479,1938561
-0.164806293351507,-0.00942565770150479,1966316
-0.164806293351507,-0.00942565770150479,1967281
-0.164806293351507,-0.00942565770150479,1973544
-0.0765543335101652,0.0392025687834173,1975401
-0.0765543335101652,0.0392025687834173,1976407
-0.164806293351507,-0.00942565770150479,1978972
-0.164806293351507,-0.00942565770150479,1979045
-0.164806293351507,-0.00942565770150479,1979422
-0.164806293351507,-0.00942565770150479,1980052
-0.0765543335101652,0.0392025687834173,2001182
-0.0765543335101652,0.0392025687834173,2002465
1.02801985260482,0.647840425533151,2004451
-0.164806293351507,-0.00942565770150479,2006164
0.114411760406811,0.144427908624374,2007309
-0.164806293351507,-0.00942565770150479,2009915
0.000387261484800108,0.0815986052482481,2010259
0.961947245402966,0.611433373347145,2010554
-0.164806293351507,-0.00942565770150479,2026671
0.334738055636002,0.265831184021888,2033049
-0.164806293351507,-0.00942565770150479,2034136
-0.164806293351507,-0.00942565770150479,2040495
-2.54038617107721,-1.31840776455499,2047354
0.0469123731635242,0.107234678056338,2051378
-0.164806293351507,-0.00942565770150479,2055667
