"mkm7d_ctv_wavelet.HHH_firstorder_Skewness_247","mkm7d_ctv_wavelet.HHH_glszm_SmallAreaEmphasis_234","mkm7d_ctv_wavelet.HHH_firstorder_Median_232","sub"
-0.108710500102515,0.224813563862078,0.250098374984702,1085983
0.43722533667365,-1.34688421185717,-0.575943788726549,1125173
-0.38331909479905,-1.27963703614691,3.51057548289001,1154608
0.0276817232617703,0.12917095286181,-0.0574811027143631,1181124
-0.0992672919729935,0.0252237783804659,0.972430103014004,1183075
0.29717619850013,-2.06055269756912,1.16060491375312,1232870
-0.0254740436504362,-0.477379704657242,-0.206441115852134,1279943
-0.34666375257678,0.633293365289273,-0.57395902174401,1329352
-0.00746813889283851,-0.718930203220624,0.626426756933914,1330263
-0.28211655679921,0.375892886118958,3.67923783019953,1364384
-0.792194730459833,0.18365781807601,0.0228472044992411,1386095
0.209352503628457,-0.249695239490362,-0.378036867915794,1458656
-0.251642308256464,-0.382560640010201,0.325008431533392,1485662
-0.994677537375988,0.453640200390237,-0.429206326166324,1497807
-0.0983880564064371,-2.64851416317864,0.143095628730196,1501387
0.0866898742804018,-2.24183604083387,0.237772821125181,1518948
0.447425888270914,0.0980716415267243,-0.612201041573183,1526417
-0.709167620810232,-0.359703635109017,0.780492022223456,1565177
0.393575863581902,-0.307861800382135,-0.178060185291581,1606693
0.113774734346137,0.774941963116892,-0.957093837482388,1612262
-0.874746314621335,0.863865854470113,-0.15587903103049,1614566
0.568192626380126,0.875229620330021,-0.214447298491112,1644034
0.067228760887862,-0.44930175940585,0.373978744910355,1668599
0.086963934454201,-0.0286400286577465,0.732945069367018,1671370
-0.509014689683117,0.837218006236541,0.0573416085625268,1684230
-0.0206357448962252,0.581269732916134,1.13012000315776,1692385
8.40819229045956,0.942249970415082,0.278075130341731,1720713
0.137842145854059,-0.0790829244486281,0.538851020342713,1738800
0.0650316933284838,0.471425987178694,0.554192972829068,1740845
0.318681852009479,-0.163593571554522,-0.783988371618583,1742294
1.00668392133849,0.138719607806496,-0.690065411971565,1767700
1.15405203220454,0.681356607189615,-0.132493483493622,1768972
0.260727579088344,-0.0582428354203748,-0.555889781557846,1889409
-2.10436678666294,2.1196349414356,0.130453336034249,1915938
-0.0491824079550047,0.327708827730356,-0.00339768021205812,1916742
0.305007270917064,-1.47111515947265,-0.122517632845847,1919296
0.36929790505088,-1.57482319252826,0.66351079103214,1926770
-2.06779443059941,0.0424486028377236,-0.180659925672769,1938156
-0.0806302120535931,1.24056008935395,-0.071679296466306,1938561
0.331065712240222,-1.14115281224351,1.72383323904993,1966316
