"mkm8d_gtv_wavelet.LHL_firstorder_Kurtosis_230","sub"
-0.691183356742474,1085983
-0.524490932674276,1125173
-0.481697066450183,1154608
-0.296176492921044,1181124
-0.603224006532446,1183075
-0.763324111165593,1232870
-0.575555875287778,1279943
-0.676479404435983,1329352
-0.634531809664644,1330263
-0.790612990676488,1364384
-0.258832477865704,1386095
1.79718823839407,1458656
-0.70342892523792,1485662
-0.663005063259046,1497807
-0.422533157854123,1501387
-0.587576982894408,1518948
-0.670977074419371,1526417
-0.10240265177959,1565177
-0.181501054697913,1606693
-0.434958340821827,1612262
-0.144253210474202,1614566
-0.154539689981873,1644034
-0.544369816899949,1668599
-0.732055718593444,1671370
-0.527039371085673,1684230
-0.385553370465116,1692385
0.101344953110847,1720713
0.58933908539615,1738800
0.719572696861785,1740845
-0.606831931931535,1742294
-0.427525406057628,1767700
0.00535164811710385,1768972
0.256924742289654,1889409
-0.717323650213516,1915938
-0.525028931583497,1916742
-0.673999639604826,1919296
-0.744437588679012,1926770
1.54469237191747,1938156
-0.576560132622223,1938561
-0.234262142769965,1966316
-0.441990129300526,1967281
-0.76169938532891,1973544
-0.64246286438586,1975401
-0.552395831193415,1976407
-0.482478215004454,1978972
0.215581645697011,1979045
-0.2706502951482,1979422
-0.579639740821112,1980052
2.0232781798628,2001182
-0.597789223893506,2002465
-0.706335420172313,2004451
-0.0448375345403083,2006164
-0.565440240106002,2007309
-0.417682190074557,2009915
-0.141027711729219,2010259
0.310431453114532,2010554
0.704254499147725,2026671
-0.546426952000481,2033049
0.544065369853036,2034136
-0.606802948552271,2040495
-0.695792380204061,2047354
-0.568488162575279,2051378
-0.204004283264553,2055667
0.0849247828752315,2057358
-0.32208612031284,2059713
0.379528798093761,2069079
-0.343917627927304,2070958
-0.406684960831979,2072215
-0.324726875827467,2075832
-0.500604911660807,2075846
-0.7449422003775,2076301
0.754880481544877,2078198
-0.590806957676287,2078899
-0.359047425276453,2085349
1.08429203682331,2086044
-0.701859980174967,2091555
-0.632088262306097,2092954
0.655666148685669,2096627
-0.560863812322875,2100050
-0.449538104912186,2108003
-0.625449321984759,2109902
0.129977289238838,2110540
-0.70880094538865,2116787
3.54279347194707,2119177
0.188874431257504,2131601
-0.643772125457067,2132424
0.277118169469874,2132982
-0.225836161919711,2133204
-0.687170213487427,2133380
0.154405576793925,2134220
2.22640511668717,2135748
-0.560456657840006,2137799
-0.330627688556582,2138375
0.748573462131642,2138678
-0.653937013554517,2139733
-0.598213004408764,2141116
-0.26054878080644,2144796
-0.741704146803535,2145166
-0.67186152559248,2145694
-0.400783987777034,2146138
0.0941554383261153,2151024
-0.444636443358066,215131
-0.640073613838305,2152442
-0.394235027760491,2157529
-0.696177023085441,2158101
-0.584122790833715,2158329
-0.755724746468868,2168082
-0.731985302996159,2172217
0.596123838824416,2176530
-0.513414731001141,2176784
-0.461428478363445,2181724
0.994707301870186,2183291
-0.360547748595839,2183356
-0.700883643734699,2185290
2.79697357952074,2186951
-0.345090671053027,2196212
-0.495580791027643,2199403
-0.472100333512467,2200416
-0.261223286666516,2200813
-0.560938942522774,2205389
-0.528985014278498,2212664
0.240890455436118,2217034
-0.652101238964147,2218615
-0.476052346861778,2219842
1.67028355309948,2224150
-0.0966500377078094,2228399
-0.385169850748365,2228400
-0.487868867361158,2234271
-0.535726671945488,2234422
-0.549113808356638,2237571
-0.291381407475094,2244172
-0.517386354867462,2247869
-0.750566057840592,2250648
-0.582414621996058,2250836
0.132584423354532,2267382
0.044054097590492,2269346
-0.538635632857471,2271329
1.19103490357735,2274521
-0.273246287828823,2276121
-0.803449604391009,2278618
-0.563949019245282,2285214
-0.212948841285608,2286108
0.790779253200879,2293123
2.61960015112466,2294852
-0.662820097420847,2294873
0.0903482569581818,2296332
-0.243397225509389,2305114
0.772588070961336,2305115
-0.169301538008023,2306459
1.38104007559896,2306893
0.207845368153597,2317120
-0.0668641927369363,2319068
-0.450241595768328,2321962
-0.564994074941452,2331869
-0.656443962072011,2336735
2.76884798937624,2339674
-0.540527998448159,2340155
2.17908939607996,2340322
-0.594473829571023,2350037
-0.563279872261168,2352038
-0.635935703703765,2359944
-0.312161730453151,2381907
4.7964365342101,2393207
1.77993094585829,2395415
0.735437453481418,2395943
-0.602376290601267,2401405
1.3444077833173,2405144
0.700989021387169,2414406
-0.392097458494487,2419459
-0.573090299431952,2425694
4.16818651976927,2426863
-0.725299512621858,2430773
-0.642257078252747,2439458
0.891759637170379,2443354
1.606694109436,2445526
-0.666601944653603,2448298
0.609301039795419,2453577
-0.269946745467043,2474709
0.350137736040185,2480056
4.29076846402076,2480330
0.78240383507632,2487135
0.878842357197141,2488660
0.726928588773744,2490180
1.94804339339241,2493534
0.500904582375508,2498991
0.3318021009828,2500377
-0.659022874517873,2504802
-0.0428679410579779,2510402
2.12907772256684,2520618
3.01388413836815,2559453
-0.723836350663448,277752
-0.468136645086372,308862
-0.289249377002953,58325
-0.484823937933426,92173
-0.280849880141408,923666
-0.568943535034926,965005
-0.754151137075995,983079
