"mkm10d_ptv6_original_glcm_Autocorrelation_250","mkm10d_ptv6_wavelet.HHL_glcm_Imc1_249","sub"
0.604404679651185,-0.790102595265397,1085983
0.483188168587617,-0.0601362020642835,1125173
-0.0359325209121952,0.782967264532515,1154608
0.3237317335723,-1.08757757147457,1181124
-2.01449606734341,-0.977563738750288,1183075
-1.0548968484311,-0.483112019679537,1232870
1.78267581655318,-0.24147909064729,1279943
-0.404858217293251,-0.583570748686992,1329352
-0.503615495428657,-0.0237696977693365,1330263
-0.979843888004464,-2.06178131124633,1364384
-0.407710859936847,0.255537710570403,1386095
0.492870389265811,-0.190979148853203,1458656
-1.31867507465205,0.575266706396599,1485662
0.365186939501401,0.113349530405719,1497807
1.27157335041756,0.12045258895291,1501387
-0.31050948313401,-0.18614871334779,1518948
-0.413098693310297,-0.553278983897181,1526417
-0.733617645290059,-0.404128218419422,1565177
-1.1010401903884,0.26174238104226,1606693
0.0416431859157724,-0.623571857040325,1612262
-0.340865820550489,-0.337231671715856,1614566
-0.468600102410313,0.860943095045036,1644034
-1.05586916106609,-1.19373938788357,1668599
0.61549139513282,-0.686542818258233,1671370
0.270894224389055,-0.712454653519034,1684230
-0.964594004421818,0.245588067355592,1692385
-0.328319079985332,0.576473949311288,1720713
1.03997155301398,0.568026933903913,1738800
-0.0953681010125987,1.05079833523692,1740845
-1.52090314989181,0.387602428817876,1742294
-1.50823930404361,-3.49775086429949,1767700
-1.2378831766435,-0.766338419056402,1768972
0.557822770625665,0.525138986178484,1889409
-1.59834263426088,0.51221071812295,1915938
1.60823112015008,1.09499833491953,1916742
-1.07127592779304,-0.452093707542,1919296
0.464938232846923,-0.727522656993478,1926770
0.480526132633761,-0.0279081773671879,1938156
-1.49963702184494,0.755697870132346,1938561
-1.35838141968536,0.959671506108054,1966316
-0.593502983111472,-0.017820742016498,1967281
-1.69020617524854,-0.149047634015287,1973544
-1.7303712477774,-1.12707792301977,1975401
-0.985125979142291,0.707539274753576,1976407
-0.429001835742135,-0.624949986086764,1978972
0.813444337342226,0.817717918405883,1979045
-1.86983688507401,0.917488489198951,1979422
-1.87367846713198,-0.100195459783964,1980052
0.230342901812731,-0.618165405027607,2001182
1.11729139402435,-4.46180760524734,2002465
-1.839180715186,0.670781090421302,2004451
0.425475433069106,0.0811147596701186,2006164
-0.168783291892256,0.872770230739244,2007309
-1.36610977413163,-0.405763670660207,2009915
-1.60870566171748,0.724465086985842,2010259
