"mkm10d_ptv4_wavelet.LLL_glszm_SmallAreaHighGrayLevelEmphasis_250","sub"
0.461984199695614,1085983
0.162452888970607,1125173
0.437443791322363,1154608
0.568653883207635,1181124
-1.91942088130517,1183075
-0.96520915672006,1232870
1.48978487116603,1279943
-0.266643851201471,1329352
-0.255454115547572,1330263
-0.345405287289615,1364384
0.272922594396055,1386095
0.451797788401976,1458656
-1.51616500352601,1485662
0.579534059030608,1497807
1.22385099139229,1501387
0.0604989988733569,1518948
-0.338360306380576,1526417
-0.727714298264227,1565177
-1.35765489259106,1606693
0.0700848878107617,1612262
-0.131631321820544,1614566
-0.740785075294545,1644034
-1.14265190423582,1668599
1.15067454324309,1671370
0.985047306452566,1684230
-0.888356548366044,1692385
-0.369410898196292,1720713
0.682022938079026,1738800
-0.403704863828754,1740845
-1.40325261780238,1742294
-1.22294403625891,1767700
-1.30288488576944,1768972
0.6315828837656,1889409
-1.5900738844508,1915938
1.05476253972238,1916742
-0.687447986788379,1919296
0.829781997604335,1926770
0.619716322744012,1938156
-1.69529370676281,1938561
-1.31643709842472,1966316
-0.72128645673862,1967281
-1.58454866620427,1973544
-1.79232968073304,1975401
-1.26276333987431,1976407
-0.166705244967982,1978972
1.33157133291233,1979045
-2.12045106799697,1979422
-1.63107418641601,1980052
0.0970332505141025,2001182
1.88279552461152,2002465
-1.73022120529826,2004451
0.636313346363786,2006164
-0.396468501882914,2007309
-1.4211754086232,2009915
-1.79327902971272,2010259
-2.09458127739292,2010554
-1.3555221773064,2026671
-1.9376938750545,2033049
0.791858439037948,2034136
-2.33247814549787,2040495
0.692662233356838,2047354
-0.427828736612048,2051378
-1.02417624340853,2055667
-1.42949813500343,2057358
-2.02682069349971,2059713
-1.17192422138461,2069079
-0.696329698830676,2070958
-1.49461283519674,2072215
-1.59617855621699,2075832
0.640709032988793,2075846
0.518895336662247,2076301
0.0198965350358112,2078198
0.372403820759749,2078899
-1.1957708525741,2085349
-0.990182349277091,2086044
1.96993564048829,2091555
-1.48668725828058,2092954
-1.15494227676073,2096627
-0.718729362810899,2100050
-1.03921712893851,2108003
-0.523944879696049,2109902
-1.46465128163272,2110540
0.900187627953258,2116787
0.586571465193435,2119177
-0.18657792256267,2131601
-0.978587103812377,2132424
-0.810588209095082,2132982
-0.762265588010904,2133204
-0.48087047838456,2133380
0.668606294051336,2134220
1.10118967279103,2135748
-0.621394161721751,2137799
-0.351121937288658,2138375
-0.534826096469294,2138678
0.303317773661928,2139733
-1.2409974335021,2141116
1.81002069911701,2144796
-0.188537751548431,2145166
-0.505206468165044,2145694
0.984950282879509,2146138
-0.742046356595133,2151024
0.631156709745097,215131
-0.912536851497913,2152442
0.465188848995486,2157529
1.32093371873954,2158101
0.588308892239637,2158329
-0.838482822677553,2168082
-1.22281948903102,2172217
0.869550239525713,2176530
0.710783156098786,2176784
0.128459696338856,2181724
-0.768777277645775,2183291
-0.0547330482318292,2183356
-0.451433016616014,2185290
-0.345362139334873,2186951
0.949108019828645,2196212
-0.600918711515211,2199403
0.408420623906285,2200416
0.389433305386539,2200813
0.0849815178557262,2205389
-0.51245727007985,2212664
1.30619699044053,2217034
0.252682189786518,2218615
-0.230157239587119,2219842
0.378678079872247,2224150
0.0937795177014461,2228399
-0.336465589518163,2228400
0.813988433488169,2234271
1.56699159229395,2234422
1.25311727839521,2237571
0.598974775932373,2244172
0.868183494778992,2247869
0.720442434583632,2250648
0.488689639593363,2250836
-0.296522251793286,2267382
-0.104720739819015,2269346
1.19460043382979,2271329
0.256451827854363,2274521
-0.22552512416101,2276121
1.66366308145466,2278618
1.60170213992716,2285214
0.631035596501875,2286108
-1.15951432507828,2293123
0.708376578470607,2294852
0.875262340782828,2294873
-1.45429669890804,2296332
0.966139681625539,2305114
0.96951770071678,2305115
0.808782345205038,2306459
0.542072164606345,2306893
1.08393291513722,2317120
-1.24351564088954,2319068
2.03680061755094,2321962
0.623144953786841,2331869
1.18345175150834,2336735
0.862333107068893,2339674
0.58837239978087,2340155
0.841063374176556,2340322
0.0141381172968122,2350037
1.03182990379703,2352038
1.30344627360853,2359944
0.539450314435998,2381907
0.628207907033037,2393207
0.429649998108701,2395415
0.438884603481137,2395943
0.999944084570185,2401405
0.689179703480504,2405144
0.588312457214299,2414406
1.78791800208204,2419459
0.536145988545931,2425694
0.473142366234398,2426863
0.897189637727372,2430773
0.967674525855613,2439458
0.61324835409099,2443354
0.0623867628799167,2445526
1.01604503545718,2448298
0.311304895162335,2453577
0.353995360656681,2474709
1.06902264808115,2480056
0.278577345574175,2480330
0.335932982598115,2487135
0.053485190215544,2488660
0.810024944846327,2490180
0.332969801645655,2493534
0.557017428789559,2498991
0.620405932937595,2500377
1.47425085896795,2504802
0.946492933783087,2510402
0.554424938310731,2520618
0.793998875076717,2559453
-2.06465983093036,277752
-1.12524180937287,308862
0.733552520333352,58325
-0.0441753929386523,92173
1.12784848758532,923666
1.09447225704728,965005
-1.06652922584893,983079
