"mkm6d_ptvper_wavelet.LHL_glcm_ClusterProminence_238","mkm6d_ptvper_wavelet.LHL_glszm_GrayLevelVariance_238","sub"
-0.326365832311315,-1.0989242106172,1085983
-0.179057519965498,-0.242490455370394,1125173
-0.139746233832575,-0.039824350934284,1154608
0.290467328006316,1.15267990317157,1181124
-0.253616099753834,-0.610946654224065,1183075
-0.293467879028851,-0.811327965831556,1232870
0.275243533018702,1.20947487990078,1279943
0.204136519627306,0.791360627890331,1329352
-0.184599368053259,-0.221890555540078,1330263
-0.309096701157516,-0.9189269879032,1364384
-0.097857536927817,0.0174403061245723,1386095
-0.0463830241998752,0.272169922757644,1458656
-0.301083378670142,-0.834761044474276,1485662
-0.0753799728769062,0.349242601216371,1497807
0.049127581071757,0.676305804520669,1501387
-0.343370382071889,-1.34443502202194,1518948
-0.235391094116281,-0.432863627528923,1526417
0.269019454444147,0.545685994321003,1565177
-0.316309803172912,-0.933479576665904,1606693
-0.0290703360070025,0.143324739582841,1612262
0.0605614738801517,0.538209410656596,1614566
-0.318414230511827,-1.10038876140995,1644034
-0.301735968600746,-0.945878433922877,1668599
-0.0445699611642196,0.360274165937294,1671370
0.0452360947608658,0.984402764213242,1684230
-0.192963273692822,-0.293303681404044,1692385
-0.103476807886374,-0.0274419068965004,1720713
-0.290578830778199,-0.929604544924157,1738800
-0.180294238526477,-0.199940682411354,1740845
-0.274802849454226,-0.635334434276591,1742294
-0.198458960382602,-0.176149381869229,1767700
0.182427467912766,0.751311124230043,1768972
0.367591856858617,1.30444649217972,1889409
-0.171470723663665,-0.620615445870395,1915938
-0.0972480921900134,-0.275151880461702,1916742
-0.203186571560677,-0.414852122437115,1919296
-0.0305606342731599,0.612657604084873,1926770
-0.158900837164118,-0.180054843208618,1938156
-0.332348656307946,-1.26561227304023,1938561
-0.311202940225162,-0.964517729274392,1966316
-0.281285908995854,-0.959628818054408,1967281
-0.245543099251953,-0.502501521427715,1973544
-0.252322733822998,-0.413810534788507,1975401
-0.317825618978313,-1.06980816938759,1976407
-0.209984435547047,-0.152819515043112,1978972
-0.108233255392485,-0.129848849885618,1979045
-0.360553312973488,-1.59204300867543,1979422
-0.0900298125128809,0.126415837522174,1980052
-0.0743963414277294,0.196941948283653,2001182
0.154159505919479,1.3133270140345,2002465
-0.242978566201275,-0.566162398561591,2004451
-0.12177865706462,-0.314634366836965,2006164
-0.230261227143666,-0.204670671513162,2007309
-0.289117859008661,-0.813535851812539,2009915
-0.298128565717563,-0.749226848938363,2010259
-0.151822493190275,-0.409405750236457,2010554
-0.155591439503442,-0.295548259637791,2026671
-0.301304762124772,-0.782626247952142,2033049
-0.113063154117849,0.0597517706967515,2034136
-0.323353651936011,-1.07828588631559,2040495
0.467087464833906,1.64916669068754,2047354
-0.272076651995766,-0.856051384981978,2051378
-0.311086924412271,-1.02651050826919,2055667
-0.287077801001789,-0.910751005123588,2057358
-0.340251651611071,-1.16894558345282,2059713
-0.0989299282059311,-0.168173158591417,2069079
-0.297049795823521,-0.986944786885874,2070958
-0.23009091650578,-0.539406986023881,2072215
-0.338466720078521,-1.33408257437807,2075832
-0.213270913387855,-0.404909688533129,2075846
-0.21936378955391,-0.23080160350676,2076301
-0.0808072969372138,0.262844827665953,2078198
0.140262983230898,1.21705078718498,2078899
-0.265149833726043,-0.691415617118364,2085349
-0.0967784824173799,0.265487730304441,2086044
-0.287342703770023,-0.856894564365233,2091555
-0.222501759788004,-0.420363725216863,2092954
-0.165458514409849,0.122678376277727,2096627
-0.114003847384098,0.165762113861599,2100050
-0.278217202677741,-0.689117043615424,2108003
-0.296197043964016,-0.856328330595881,2109902
-0.293979155119809,-0.875658445712874,2110540
-0.109195979017925,0.311342822601096,2116787
-0.179990582113382,-0.311228361123265,2119177
0.0247035271569623,0.384951311461672,2131601
-0.282810074132938,-0.608514221435823,2132424
-0.302137890284063,-1.01191853375853,2132982
-0.264535327564357,-0.656096421736624,2133204
-0.149507651294704,0.0972017995278828,2133380
1.39659573380277,3.14576970137158,2134220
0.360798119882633,1.47656485057798,2135748
-0.0232767037978637,0.386468937193978,2137799
-0.194473088495179,-0.379966553206567,2138375
-0.180852707585792,-0.00414100345878146,2138678
-0.109818171338294,0.254325402512501,2139733
-0.27954652706551,-0.745831082949296,2141116
0.005331247355305,0.656347393790531,2144796
-0.101892229040395,-0.00520116379117019,2145166
-0.249514311646966,-0.524393442104012,2145694
-0.179216168760373,-0.0945149927606669,2146138
-0.260154763865342,-0.705198879665037,2151024
-0.160893155588134,-0.33475573892741,215131
-0.235127165837109,-0.373737651649341,2152442
0.0212736217983938,0.0673327456237336,2157529
-0.110563528507783,0.0939984520606227,2158101
0.505970544114535,1.24098167209743,2158329
-0.36356100287837,-1.66586675541092,2168082
-0.284993898583804,-0.698964847083865,2172217
-0.16664811849845,-0.178671167977707,2176530
-0.0859862666216387,-0.14620821819175,2176784
-0.150029095738695,-0.280431361037836,2181724
-0.136274500960528,-0.209799787253251,2183291
0.152974464952466,0.800051967843163,2183356
-0.349521456965058,-1.54965693336968,2185290
-0.0712032750997727,0.132881437848776,2186951
0.00475159453311279,0.341269264648668,2196212
-0.136289867146401,-0.0433744061287343,2199403
-0.297165616267983,-0.801589070462509,2200416
-0.15245089328396,-0.230462989440371,2200813
-0.0559291724963086,0.185134414282707,2205389
-0.168300897316075,0.0372390778927121,2212664
-0.166579490188321,-0.523951795431674,2217034
0.0604175889909103,0.755276599877453,2218615
1.28971928578823,1.53108524348668,2219842
0.00242679040530965,0.0934031979166143,2224150
-0.0906133581235909,-0.33079682909264,2228399
-0.117275147859897,-0.302317648817709,2228400
-0.0856550097146915,0.223532448488533,2234271
0.182399681787119,0.923906388601541,2234422
1.36029074576966,2.48321858421441,2237571
-0.0472533975579257,0.378444726695959,2244172
-0.27559730363803,-0.766194761758547,2247869
0.32580134650986,1.12506636005368,2250648
0.184010375087053,0.434838968111576,2250836
-0.260469918788787,-0.59206663604825,2267382
0.0169617345309539,0.436439720282998,2269346
0.266063185176546,1.26976420715485,2271329
0.122667025894545,0.913767907903009,2274521
0.416618921291539,1.03291399933667,2276121
0.0246674861683459,0.552488429307077,2278618
0.0459398999436405,0.476540816216928,2285214
-0.105884252504172,-0.0783569416809822,2286108
-0.168770220003514,-0.387810647890764,2293123
1.05031524955585,2.0774501588815,2294852
0.536341413441436,1.32953452338529,2294873
-0.189010132759098,-0.379268405768206,2296332
0.319248753582462,1.32454896737811,2305114
-0.0638796411998619,0.00181384269538555,2305115
-0.0170943658465839,0.151663551977947,2306459
-0.0927258441739285,0.141315399691344,2306893
0.13363572399341,0.909557160777519,2317120
-0.263440365103787,-0.818777848664774,2319068
-0.127071917205283,0.0627042213481072,2321962
-0.111474391971456,-0.0124233553703263,2331869
-0.159872560968415,-0.292283557475601,2336735
-0.149789780273678,0.0778222876161851,2339674
-0.215505238796278,-0.489398897642691,2340155
0.120644760536769,0.679771420268123,2340322
-0.364891912935009,-1.5870999110867,2350037
-0.152606963839562,-0.189218471090233,2352038
13.2933484439883,8.38138245581834,2359944
-0.00609504467318545,0.472749711465662,2381907
-0.135998309324669,-0.295035429404594,2393207
-0.172129337123517,-0.210636077312097,2395415
-0.15440777054846,-0.159390110090572,2395943
-0.255822674909258,-0.912086335537152,2401405
-0.151514728776979,-0.255047897689641,2405144
0.310768763749676,1.37279945547892,2414406
0.0379093499423788,0.524990918630551,2419459
-0.241848262724113,-0.689578378714502,2425694
-0.274327718234231,-0.767217823118228,2426863
0.147215915795784,0.670690674337838,2430773
-0.120739750000642,-0.269531086406333,2439458
0.162462246028606,0.348144400787602,2443354
