"mkm9d_ptvper_logarithm_firstorder_RootMeanSquared_250","sub"
0.481591426133307,1085983
0.00488735969419674,1125173
0.476038189328872,1154608
0.894648784838938,1181124
-1.41042879736413,1183075
-0.230307850262574,1232870
1.43254669420292,1279943
-0.0489024576440128,1329352
-0.408851663079922,1330263
-0.370382556132542,1364384
0.208931218918119,1386095
0.643400098562859,1458656
-1.41848419643892,1485662
0.282477514115841,1497807
0.941535854896096,1501387
-0.480282043329275,1518948
-0.399689422544646,1526417
-0.752721640914937,1565177
-1.61505841744694,1606693
0.138155192046374,1612262
-0.300663819235797,1614566
-1.07973848005183,1644034
-1.11614792968441,1668599
0.858188009541871,1671370
1.24674506334257,1684230
-0.748844235832213,1692385
0.145825266738178,1720713
0.670380023014653,1738800
-0.0629171142357031,1740845
-1.30812983558312,1742294
-1.23209217181205,1767700
-1.20458649380068,1768972
0.474988755307237,1889409
-1.96445341375912,1915938
0.992368397188964,1916742
-0.852839387683048,1919296
0.366371211181421,1926770
0.563590382040173,1938156
-1.94269375897861,1938561
-1.38518184848164,1966316
-1.0751121644609,1967281
-1.68559943547176,1973544
-1.49980948588653,1975401
-1.05874406121047,1976407
-0.191518582868882,1978972
1.2295777002609,1979045
-2.44610396411049,1979422
-1.46600923111011,1980052
0.192125966630006,2001182
1.85916403024044,2002465
-2.04050314654533,2004451
0.400047881434823,2006164
-0.402848721187619,2007309
-1.1310410282904,2009915
-1.72430937420394,2010259
-2.20314301185172,2010554
-1.34080103399761,2026671
-1.36912063780089,2033049
0.594040768093046,2034136
-2.71372788997769,2040495
0.624498872776037,2047354
-0.311582919874365,2051378
-1.20305635424006,2055667
-1.62271692295457,2057358
-2.01680743871882,2059713
-1.17738828253936,2069079
-0.268963510657351,2070958
-0.860891930314709,2072215
-1.57916348582498,2075832
0.65328193546817,2075846
0.652974512472959,2076301
0.262128426527386,2078198
0.364520245869062,2078899
-1.13678895771904,2085349
-0.976660364521321,2086044
1.3044638174433,2091555
-1.58632321151336,2092954
-0.929601819169896,2096627
-0.621573603310816,2100050
-1.0571362322761,2108003
-0.65321995445506,2109902
-1.60214263388725,2110540
0.899820709921235,2116787
1.02762515471784,2119177
-0.0744159378823323,2131601
-0.752659592704533,2132424
-0.724970777775723,2132982
-0.838765299724514,2133204
-0.519903845395073,2133380
0.736994736569876,2134220
1.26074852162277,2135748
0.164054423247439,2137799
-0.577031973706555,2138375
0.44929838997092,2138678
0.650356688585387,2139733
-1.78405058532344,2141116
1.70911930842126,2144796
0.168873029008395,2145166
-0.549598822339589,2145694
1.05105527462105,2146138
-0.661404790938234,2151024
0.770518288853691,215131
-0.856518970614602,2152442
-0.375167938594646,2157529
1.08206198756301,2158101
1.76831773560627,2158329
-0.767979487200602,2168082
-1.34132141943199,2172217
0.553421853161498,2176530
0.220599305253586,2176784
0.62100873923747,2181724
-0.289876278861725,2183291
0.429252446770984,2183356
-0.38012261587031,2185290
-0.00226977501138136,2186951
0.548758589929849,2196212
-0.0484878885719715,2199403
0.46176287564297,2200416
0.707493439675106,2200813
-0.452465712018555,2205389
-0.479530193941328,2212664
0.645949940012616,2217034
0.183498360403837,2218615
-0.465409603570021,2219842
0.645785834695685,2224150
-0.758370830128958,2228399
-0.780873777091814,2228400
0.903348700852024,2234271
1.61983797546046,2234422
1.17071844037304,2237571
0.214732500043614,2244172
1.22460326992348,2247869
0.473649268654896,2250648
0.634002757344204,2250836
-0.269911985112415,2267382
0.544162641433519,2269346
1.21401543714918,2271329
0.262853608167783,2274521
-0.708864755511268,2276121
1.15206052190939,2278618
1.73120031853417,2285214
0.680119363410056,2286108
-0.987409344971387,2293123
0.558443281635217,2294852
-0.411166920835211,2294873
-1.70071701237203,2296332
1.16926899918761,2305114
0.580311423836048,2305115
0.640455509785256,2306459
0.633196607116235,2306893
1.34709945608441,2317120
-1.17140131927784,2319068
1.75265292612559,2321962
0.993962501119573,2331869
0.68410020994989,2336735
1.03467894831162,2339674
0.559838468404794,2340155
1.50245004156919,2340322
0.490168324551024,2350037
0.559807924656579,2352038
0.824351291675991,2359944
0.633351885916573,2381907
1.39125328502272,2393207
0.608843091216476,2395415
0.4779721735173,2395943
0.714513267826281,2401405
0.607250144213492,2405144
0.895307732356582,2414406
1.17511590414773,2419459
0.607286458194481,2425694
0.697588194911664,2426863
0.287131510800779,2430773
0.597506272542701,2439458
0.532779869133973,2443354
0.615116334181199,2445526
0.594008205560498,2448298
0.314781173661572,2453577
0.557148030956069,2474709
1.15326504752062,2480056
0.488349532897309,2480330
0.218950654766023,2487135
-0.234015044737982,2488660
0.677121985069981,2490180
0.722297860788739,2493534
0.331410125120127,2498991
0.691868181768464,2500377
1.09192241479046,2504802
1.41794585303002,2510402
0.645765727636571,2520618
1.05320158199494,2559453
-2.28686996604619,277752
-0.952089066314685,308862
1.21824369708304,58325
0.385525722165228,92173
0.949003687925386,923666
0.585143802072141,965005
-1.31948090073115,983079
