"mkm5d_gtvper_wavelet.LLL_firstorder_10Percentile_247","sub"
0.175391597309532,1085983
0.367177080941528,1125173
1.3411817911871,1154608
-0.415839725414793,1181124
-1.8013848247051,1183075
-0.444628526469793,1232870
1.0319636468242,1279943
0.00891463368130333,1329352
-0.064328225021508,1330263
0.736529091440115,1364384
1.24053539256845,1386095
0.235240993714457,1458656
-1.53513848309114,1485662
0.178959359597634,1497807
0.832369457758311,1501387
1.61208774019631,1518948
-0.292369443785933,1526417
-0.942588883242682,1565177
-1.67278015887118,1606693
0.556534946094868,1612262
0.0673924715097377,1614566
-0.408680023176362,1644034
-0.833284050438227,1668599
1.10801405869783,1671370
1.11482270354559,1684230
-0.343161842622324,1692385
-0.330747264222814,1720713
0.957769196104031,1738800
-0.412821028210134,1740845
-0.960072164141895,1742294
-1.08049583384132,1767700
-2.36869413425233,1768972
-0.200658418336594,1889409
-1.10637034895431,1915938
0.643525495327186,1916742
-0.328509839578879,1919296
1.4062701529262,1926770
-0.790045783805335,1938156
-1.18212468355442,1938561
-1.21560615934598,1966316
-0.119704810536315,1967281
-1.58834496771,1973544
-1.70086418390333,1975401
-1.41524547627322,1976407
0.666782481237595,1978972
-0.802367445240638,1980052
-0.0236350112266674,2001182
1.98222996955687,2002465
-1.89682226773426,2004451
1.14240884992674,2006164
-0.915451297611354,2007309
-1.23907355320216,2009915
-1.9137687705587,2010259
-1.94907466896073,2010554
-1.16597389194144,2026671
-1.8828703410744,2033049
0.668880275635499,2034136
-3.3696749720406,2040495
1.3058132120542,2047354
-0.0635138284973087,2051378
-1.2981188016938,2055667
-1.01926887691097,2057358
-1.8480988992386,2059713
-1.84774297234219,2069079
-0.651666208038963,2070958
-1.25932039185403,2072215
-2.23143182694285,2075832
0.594933263753591,2075846
0.442832383384172,2076301
-0.925877362381348,2078198
0.439332964042932,2078899
-0.569304973346411,2085349
-0.585988069883532,2086044
1.32059969272713,2091555
-1.71759331425636,2092954
-1.68712776118362,2096627
-0.515321462828812,2100050
-0.973404078152095,2108003
-0.792683244008157,2109902
-0.782161601032445,2110540
0.683313320787052,2116787
0.0355533214627583,2119177
-0.288484540780871,2131601
-0.512645216446538,2132424
-0.639550990998241,2132982
-0.547944603300185,2133204
-0.332333760517851,2133380
0.506521101955531,2134220
-0.349007740887247,2135748
0.265975162313217,2137799
-0.888286759831969,2138375
-1.23385791619781,2138678
0.469102064550303,2139733
-0.319966348377442,2141116
0.540904059153046,2145166
-0.233367171513563,2145694
1.10191245475932,2146138
-0.534026593314043,2151024
0.71371766530506,215131
-1.30836809208095,2152442
1.74143483578934,2157529
0.848787845698433,2158101
0.0023217192623275,2158329
-0.0137615221140229,2168082
-1.02193176046353,2172217
0.706809818433355,2176530
0.852607689841901,2176784
0.296620773854071,2181724
-0.493089621121325,2183291
-0.227691479460956,2183356
-0.510207972200719,2185290
-0.700356735681947,2186951
0.471166961473371,2196212
-1.36566909494039,2199403
0.958820329878294,2200416
0.846149592785375,2200813
0.121628177127022,2205389
-0.09776032628974,2212664
1.92167370210918,2217034
-0.0119787167910082,2218615
0.041746426811487,2219842
-0.676326857290462,2224150
0.978941693824086,2228399
0.0956395117399076,2228400
1.08292421347516,2234271
1.17459435772513,2234422
0.772724070995094,2237571
0.978895490141701,2247869
1.16881312196668,2250648
0.164751670642027,2250836
-0.24711220080156,2267382
-0.718962267788114,2269346
1.05121438844113,2271329
0.129477140916526,2274521
0.00572946732687478,2276121
0.374519729378228,2278618
0.981180760510655,2285214
0.413674858824647,2286108
-1.40418184598404,2293123
0.370473906195054,2294852
1.54901558032286,2294873
-1.5307031560708,2296332
0.902166461683039,2305114
0.649353614233936,2305115
1.33960945043201,2306459
1.11678483124865,2306893
0.384394181067588,2317120
-1.16640688159732,2319068
1.67944353632404,2321962
-1.03456235240263,2331869
0.781620148385517,2336735
0.68479931274847,2339674
0.676052434749083,2340155
-0.577106148033055,2340322
0.942507032666734,2350037
1.22484946888731,2352038
0.919727824540598,2359944
0.537224977698806,2381907
0.19934390334211,2393207
0.623339015897641,2395415
0.747601328297584,2395943
0.766057094791118,2401405
0.460252020975786,2405144
-0.415759718303016,2414406
1.07216957031193,2419459
0.384442423147725,2425694
0.224551182924181,2426863
1.2577026651939,2430773
1.26564018604131,2439458
1.02568323010508,2443354
0.564296541891823,2445526
0.33227150120919,2448298
0.779083702115753,2453577
1.00937100871456,2474709
0.926792684661388,2480056
0.261912295859948,2480330
0.391827198471306,2487135
0.3849358286481,2488660
0.997122219998902,2490180
0.58905520410191,2493534
1.24288577842116,2498991
1.03722271302511,2500377
1.34186878785178,2504802
1.04736861134848,2510402
-0.169261260868903,2520618
-0.0973404729749284,2559453
-1.33733734795918,277752
-1.33237911529322,308862
0.685212088293309,58325
0.146114599992859,92173
0.550826752922544,923666
1.06823846362448,965005
