"mkm6d_gtv_wavelet.HHH_glszm_SmallAreaEmphasis_244","mkm6d_gtv_wavelet.HHH_glszm_SizeZoneNonUniformityNormalized_235","sub"
0.673433952793715,0.811032662820986,1085983
-0.429904021425148,-0.728019577689232,1125173
-0.423914622165037,-0.781950566386547,1154608
0.726387806933343,0.883521566009976,1181124
-0.583123626167008,-0.95226331434297,1183075
-0.771928934074804,-1.06180564321563,1232870
-0.0486694801376668,-0.272999294328616,1279943
0.270848131168323,0.194585040766768,1329352
1.1656324591372,1.62025580789017,1330263
-2.15305157858193,-1.87966784441568,1364384
1.0028606191938,1.50465760625196,1386095
0.403529896419547,0.389137727436995,1458656
-1.71334956003161,-2.22676134011154,1485662
-0.113887924302283,-0.363512088420274,1497807
-1.1807851372686,-1.61451795357602,1501387
-0.667981299430866,-0.997866046312322,1518948
-0.0626168928664004,-0.274830640194606,1526417
0.225028423712335,0.120677570923909,1565177
0.206909971887314,0.0929084047708719,1606693
0.638487490064094,0.778157209513543,1612262
-0.585604019634606,-0.993839969599576,1614566
1.38712666348859,2.0283413062527,1644034
-0.293336821951964,-0.563181901370073,1668599
0.225011945652584,0.132200632886521,1671370
0.446320205115531,0.481803230053277,1684230
0.295354989254298,0.256895708212169,1692385
0.697184420442861,0.839342880811757,1720713
0.418123462344153,0.403697507150171,1738800
0.681914139594089,0.809051017064042,1740845
-0.247052778785847,-0.525847784408141,1742294
0.542916365311031,0.594152195760401,1767700
0.554021725722081,0.616227021296653,1768972
0.46249583649305,0.470389701897362,1889409
0.460697311802277,1.60000850322915,1915938
-0.120109024772372,-0.365735116848363,1916742
-8.56899931638227,0.867540249177096,1919296
-1.80557268976775,-2.00373530670697,1926770
0.742653049093176,0.906528373324026,1938156
0.228906328206593,0.12639992329998,1938561
-1.037500707735,-1.5141502590197,1966316
-0.914953369718354,-1.38966367903255,1967281
-4.61849139667391,-2.72155419567799,1973544
1.04150276704374,1.44266347087723,1975401
-0.839235125265611,-1.32698070349688,1976407
-0.590778418044044,-0.903079676951411,1978972
-0.528453180658008,-0.81623245334751,1979045
0.809758749374996,1.26632852082766,1979422
-1.59104809727915,-1.92397765237686,1980052
-0.898763364756321,-1.2998458223507,2001182
-0.49554811838881,-0.801388667680517,2002465
-0.109422290185662,-0.0223178776464779,2004451
-0.104442925189458,-0.317262896202904,2006164
0.486670812476366,0.519678821696358,2007309
0.920760952589651,1.98913226319431,2009915
0.141252328776614,0.00349964707943829,2010259
0.110480195902652,-0.0412488402242948,2010554
0.350559877616222,0.305896771329567,2026671
0.352066217070747,0.31178891380487,2033049
0.478329115547706,0.489027237056759,2034136
-0.399231362498049,-0.73313622068902,2040495
-0.163003403919212,-0.0223178776464779,2047354
0.445953718496547,0.463713778494085,2051378
0.860690806797789,1.11965573507509,2055667
0.76636743048678,0.965649155672334,2057358
0.568668015743202,0.629270397309485,2059713
