"mkm8d_ptvper_wavelet.HHL_glcm_Imc1_242","mkm8d_ptvper_wavelet.HHH_glszm_GrayLevelNonUniformity_241","sub"
-0.58357282918558,-0.625178713932561,1085983
-1.16535184658019,1.09242825203369,1125173
1.15796800012714,-0.985922838120796,1154608
-1.3293411825968,-0.159515577212898,1181124
-1.00834653567675,-1.01033075600153,1183075
-2.16006629649493,-1.20162273343,1232870
-0.299040444687473,-0.155196886457383,1279943
-0.115632082112341,0.00176164587444434,1329352
0.4764883857833,-0.020752554265902,1330263
-1.39714502280417,-1.50402602259304,1364384
0.228671327938634,-0.970055141627438,1386095
0.163593147952542,1.88933078467152,1458656
0.150827922773434,0.802079259676423,1485662
0.318016632463949,0.12079888576066,1497807
-0.426886944447476,0.0360637166287408,1501387
-0.146649189562399,-1.00682692285866,1518948
-0.920459158193493,-0.704893234450191,1526417
-0.854344159312418,0.356057479769777,1565177
0.887426417941243,2.00376136345753,1606693
-0.420510714172134,-0.92559446225312,1612262
-0.493813405424085,-0.0620307429730865,1614566
-0.155398771979007,-0.265539707298394,1644034
-0.729064262360488,-0.246274863937486,1668599
-1.07715168792293,-0.848490015588632,1671370
-0.756999827197112,-0.799966760432275,1684230
-1.01492211746562,-1.09048357360574,1692385
0.683809614971448,0.316087537585417,1720713
0.747151880538876,0.159032904163988,1738800
0.726695673113493,2.37924376171789,1740845
0.220357310070443,-0.804689445596501,1742294
-2.27084262322144,-0.58256807370521,1767700
0.213243434807042,0.977523018922497,1768972
0.477175275680482,0.856368429023065,1889409
0.704376551346662,-1.17532194278569,1915938
0.744252791369701,0.987521412919922,1916742
0.279627746765055,-1.42351398453278,1919296
-0.429745248004744,-1.18223783123975,1926770
0.516132700515986,1.38360318178709,1938156
0.552927338631806,-0.193324793637368,1938561
1.28201081300969,-0.885443299248644,1966316
0.126592441647239,-0.340424403780145,1967281
-0.0202991386828005,-1.71080392574381,1973544
-1.48547321752917,-0.958647951879878,1975401
0.733989858640661,-0.588260040772209,1976407
-0.592347266726001,-0.955537849286097,1978972
0.990368975914475,-1.04243905652926,1979045
1.57744739296105,-0.039758567542813,1979422
-0.753167069874242,-1.58716007793732,1980052
-0.229391772516052,0.746776650972704,2001182
-4.76835768741514,-1.23200200912616,2002465
0.79158831945127,-1.28790077124632,2004451
0.192711685964333,-0.903320164709743,2006164
0.376081169390835,0.875934137053271,2007309
-0.0357032583566999,-1.11896845275755,2009915
0.230365357909413,0.613589771339316,2010259
0.483010803648803,0.0535119809563685,2010554
0.824843172753672,-0.13721896054987,2026671
-1.36558586614102,-0.555981527672782,2033049
1.37758318884251,1.98168594651971,2034136
0.750241840111651,-0.819107495327646,2040495
-1.50169039950767,-1.38061283179511,2047354
0.556041156925868,-0.617987990097051,2051378
1.91290597855757,0.73533374639682,2055667
1.18631813534961,0.619876578357062,2057358
0.242537994502158,0.0690405786337674,2059713
-0.861012581052301,-1.00803354466474,2069079
0.647083329945926,-0.270613696493485,2070958
0.0759893537832086,-0.699036680097199,2072215
-0.137928535054739,0.0437721664850895,2075832
1.05502341063558,0.70772614012257,2075846
-1.41590796596997,-0.775793128668707,2076301
0.682505769861761,2.03921375059113,2078198
-0.646972093024766,1.98749372622182,2078899
0.387814082070375,-0.303022837621255,2085349
0.150670587154245,-0.25996658137211,2086044
1.3467623977525,-0.0299653528240001,2091555
0.942443155040042,0.287917270557905,2092954
-2.29139121438196,-0.0888872776171962,2096627
-2.20797964207312,-0.921600407772835,2100050
-0.299028869946467,-0.326208927507199,2108003
-0.0237321183010715,0.552894457038068,2109902
1.32417648173246,-0.239175949009101,2110540
0.0906730167103117,0.559289234303088,2116787
0.499419506765091,0.360442610559729,2119177
0.213420349801341,-0.258061875415602,2131601
-1.44956238275415,-0.951401251877931,2132424
0.675693378532655,1.25928219215281,2132982
0.447642326769114,0.696022290898608,2133204
-1.60941040958575,-0.697443095802626,2133380
-0.416447922807216,0.579582452390463,2134220
-0.402775726913224,0.815401462604094,2135748
-1.08547010653958,-0.511817671690669,2137799
0.966789825002457,0.228911880701832,2138375
0.159932508476635,1.03723141599228,2138678
-0.137646652940198,-0.356580815475444,2139733
1.08255720701773,-0.114957075664408,2141116
-3.65705018807836,-0.962922783011587,2144796
-1.63181277564075,-1.29517107845476,2145166
1.20143542118347,0.252458740288853,2145694
-1.40613641411754,-0.760808107347199,2146138
-0.103329692106019,0.20228594571672,2151024
