"mkm5d_ptv6_wavelet.LLH_glcm_Imc1_250","mkm5d_ptv6_wavelet.HHL_glcm_Imc1_250","mkm5d_ptv6_log.sigma.4.0.mm.3D_gldm_SmallDependenceLowGrayLevelEmphasis_247","sub"
0.433863149250879,-0.766298926137792,0.0763242810203114,1085983
0.560298564304515,-0.00469477005154442,-0.80031152963095,1125173
0.253593373561475,0.538249764491725,0.390242887966888,1154608
0.605958648194403,-0.914211768163916,-0.470367232289513,1181124
0.364019267940979,-0.922794426139093,0.32600958264337,1183075
-0.98561152323962,-0.565877987438319,1.63427357070532,1232870
-0.341244728051803,-0.101744733141419,-0.134362236552054,1279943
-0.130256859928271,-0.626586755181103,-0.758094586422543,1329352
-0.560449981019422,0.0255231849064831,-0.828175701112599,1330263
-4.44986719574351,-2.33855725616038,1.15788981648242,1364384
-1.79803958403306,0.0555316708960134,0.0742739824113961,1386095
0.27987933105704,-0.152400425325488,-0.698726512524508,1458656
0.402979464304172,0.623741262631559,-0.319719241706328,1485662
0.832815914721529,0.0765850813888217,-0.526869471088844,1497807
0.0472630210570252,0.128661317653888,-0.62361590986579,1501387
-0.942390267780269,-0.310585102570435,4.47178898642692,1518948
1.05071696090473,-0.53792684456829,-0.155158487888376,1526417
0.722414239376389,-0.391652694503124,-0.702454090966852,1565177
0.548252597945045,0.268700981931365,-0.799224632614583,1606693
-0.504302891271259,-0.557204505620996,0.15677132420717,1612262
-0.00552962804761686,-0.303406959828114,-0.495974197424272,1614566
0.0649438672597344,0.89636429779536,0.667199862529768,1644034
0.133928619404661,-1.0061632871616,-0.585975564696058,1668599
-0.375072147158859,-0.78260195765587,0.154984736935734,1671370
0.238885237061186,-0.793904154742219,0.385244553786009,1684230
0.0493745421919699,0.138070725872966,1.3906135412005,1692385
0.13039888683968,0.680807458000254,-0.767696953035242,1720713
0.242089216445904,0.58214287576163,-0.558458163320411,1738800
0.98426727538606,1.05881749817481,-0.885421654372292,1740845
0.00687488123634486,0.150199164479508,0.739064097041632,1742294
-0.740662520792189,-3.32200969763539,-0.526508476571822,1767700
0.726447579476901,-0.620784870546813,-0.241834965042616,1768972
0.888945011396256,0.640055613325185,-0.930309519480981,1889409
0.169483172343792,0.564966454097766,1.99862572486696,1915938
1.0910709924328,0.997319915809877,-0.55254991463716,1916742
-2.16746671530926,-0.437359181608967,1.19882800248511,1919296
-2.97017245647178,-0.700753321017636,1.3754519146792,1926770
0.375947801609387,0.0520724608351844,-1.00696044116711,1938156
0.0151961839124272,0.57655707284847,0.0992612355067156,1938561
0.341253128279683,0.809516782356642,0.262042894656104,1966316
-0.215788364055848,-0.0898689168392844,0.405006304703962,1967281
-3.08159976027087,-0.274182338510453,2.22354119667005,1973544
0.659923903132399,-1.28024908250783,1.73372796076494,1975401
-0.390014391179785,0.568592217462479,0.885415432636332,1976407
-0.887817961977299,-0.800482685653325,-0.0698979239658762,1978972
-1.10498138620165,0.624874087039117,0.0915647861913803,1979045
0.171241873769308,0.879083037353453,0.117650906407538,1979422
-1.7142803366484,-0.234303314104938,2.33100061595817,1980052
-0.580281564470235,-0.530133248504336,-0.773547378303886,2001182
-1.76165077885325,-4.8171526454542,1.43582532989022,2002465
-0.849385868913541,0.626517554249687,1.87661876513207,2004451
-0.866378234564436,0.116193322158422,0.795470966032537,2006164
1.08241846172705,0.977271673362409,-0.275145458965495,2007309
-0.297881841783772,-0.387853656829774,0.216575108048994,2009915
1.08259118928293,0.764987363602362,-0.413668666111495,2010259
0.298964734166499,-0.522632339169498,0.0901527004763469,2010554
0.903750945955908,0.604326444402175,-0.0224481332340121,2026671
0.152292006312921,-1.56650388347964,0.13885657011237,2033049
1.72277560385553,1.22291353228169,-0.679405398531957,2034136
1.52568061485794,0.184628007979237,0.558291945556492,2040495
-3.62929910959161,-1.49342612694137,1.74158697206307,2047354
-0.0327150995957632,0.84541814722232,-0.15065051021031,2051378
1.44409585227601,1.63010278421275,0.202591443675307,2055667
0.560908341738347,0.610441417606577,-0.0274468306268305,2057358
0.962013732431851,0.676990993166641,-0.00607326271689065,2059713
0.409374774371315,-0.277199710389407,0.583996929062801,2069079
-0.0369491784417881,0.684286100849453,-0.180640257624865,2070958
0.449033826455297,-0.28699415327321,0.64090000435474,2072215
0.405389205423439,-0.00354204788532923,-0.194569221538435,2075832
0.381135409258914,1.30409588662054,-0.667200713532228,2075846
0.210334086606848,-1.56954924878732,0.479937206101683,2076301
0.379049484246923,0.541804570810266,-1.0149868099397,2078198
2.07776700414228,0.360452452207686,-0.807564519222436,2078899
-0.285807998513024,-0.349971789791194,0.113403306016729,2085349
0.370104063298249,0.0130167521309447,0.195312038876004,2086044
0.338222595780599,0.870474527713835,-0.505590818920288,2091555
1.00771342411084,0.929506853637848,0.129974091829568,2092954
0.434628703242399,-1.04543295923893,-0.0188121303538292,2096627
0.0320576176599477,-1.91812741980364,1.84074512011116,2100050
-0.797027248436669,-0.772257125493911,0.628041409825053,2108003
0.82376114851729,1.06545923366011,-0.588572008231993,2109902
-0.290079052329894,1.00840248469568,-0.43758858539622,2110540
-0.316931524028831,-0.4002168520094,-0.82256378518433,2116787
0.182443314398976,0.107243798951424,-0.740151733996201,2119177
-0.208467685436319,-0.946953760102292,-0.852137859775334,2131601
-0.0971553635849862,-1.78486143539284,-0.157032276265851,2132424
